Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
prod_cell1;;0;;0;1;1;1;0;;8;0.88;297.38;679.09;307.75;725.61;0.50;0.50;1.00;0.00;;2
prod_cell1_corrected;;0;;0;1;1;1;0;;8;0.75;1668.32;1072.35;1765.53;1142.66;1.00;0.00;0.88;0.13;;2
task2_prod_cell1;;0;;0;0;0;0;0;;1;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;;2
task2_prod_cell1_corrected;;0;;0;1;0;0;0;;1;1.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;;2
Cell1_11_Light_Fit_vanilla;;0;;0;0;0;0;0;;1;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;;2
Cell1_11_Light_Fit_vanilla_corrected;;0;;0;1;0;0;0;;1;1.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;;2
Cell1_12_YoBaby_Banana_Mango;;0;;0;1;0;0;0;;1;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;;0
Cell1_12_YoBaby_Banana_Mango_corrected;;0;;0;0;0;0;0;;1;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;;0
Cell1_21_Light_Fit_Strawberry;;0;;0;1;0;0;0;;4;0.75;126.03;134.51;135.50;143.67;1.00;0.00;1.00;0.00;;1
Cell1_21_Light_Fit_Strawberry_corrected;;0;;0;1;0;0;0;;4;0.75;655.09;368.41;732.84;412.47;1.00;0.00;1.00;0.00;;1
TargetC;;0;;1;1;0;0;0;;21;0.95;386.06;302.25;423.73;325.75;0.43;0.57;1.00;0.00;;4
TargetC_corrected;;0;;1;1;0;0;0;;21;1.00;131.99;51.55;140.11;51.89;0.76;0.24;1.00;0.00;;4
peapodB;;0;;1;1;0;0;0;;13;0.92;213.95;318.17;216.83;324.47;0.54;0.46;1.00;0.00;;3
peapodB_corrected;;0;;1;1;1;1;0;;13;0.85;2247.11;469.78;2337.04;471.36;0.77;0.23;1.00;0.00;;3
