92;0.025;0.002;0.016;0.946;0.001;0.001;0.008;
257;0.003;0.001;0.004;0.990;0.000;0.000;0.001;
381;0.008;0.001;0.022;0.961;0.000;0.001;0.008;
496;0.016;0.001;0.018;0.960;0.000;0.000;0.005;
664;0.008;0.001;0.006;0.982;0.000;0.000;0.002;
789;0.011;0.001;0.015;0.968;0.000;0.000;0.004;
888;0.007;0.001;0.005;0.986;0.000;0.000;0.002;
1045;0.005;0.001;0.002;0.990;0.001;0.000;0.001;
1189;0.004;0.001;0.006;0.987;0.000;0.000;0.002;
1412;0.003;0.000;0.004;0.991;0.000;0.000;0.001;
1580;0.016;0.001;0.040;0.934;0.000;0.001;0.008;
1705;0.009;0.001;0.030;0.954;0.000;0.000;0.006;
1815;0.003;0.000;0.005;0.991;0.000;0.000;0.001;
1983;0.006;0.001;0.006;0.984;0.000;0.000;0.003;
2109;0.008;0.001;0.022;0.956;0.000;0.001;0.012;
2211;0.013;0.001;0.032;0.941;0.000;0.001;0.011;
2390;0.016;0.002;0.056;0.905;0.000;0.002;0.019;
2515;0.008;0.001;0.025;0.957;0.000;0.001;0.008;
2761;0.018;0.001;0.052;0.908;0.001;0.001;0.019;
3095;0.006;0.000;0.026;0.962;0.000;0.000;0.005;
3229;0.007;0.001;0.020;0.964;0.000;0.001;0.007;
3352;0.019;0.002;0.045;0.908;0.001;0.002;0.024;
3524;0.016;0.001;0.041;0.906;0.001;0.002;0.033;
3649;0.046;0.004;0.048;0.857;0.002;0.005;0.038;
3776;0.027;0.002;0.019;0.946;0.001;0.001;0.005;
3946;0.042;0.003;0.063;0.871;0.001;0.002;0.018;
4074;0.022;0.002;0.030;0.934;0.000;0.001;0.010;
4175;0.084;0.005;0.083;0.760;0.002;0.005;0.060;
4362;0.042;0.003;0.043;0.892;0.001;0.002;0.018;
4487;0.043;0.002;0.040;0.904;0.001;0.001;0.010;
4592;0.064;0.004;0.083;0.823;0.002;0.003;0.021;
4769;0.072;0.005;0.082;0.818;0.001;0.002;0.019;
4912;0.068;0.003;0.050;0.857;0.001;0.001;0.019;
5037;0.052;0.003;0.045;0.884;0.001;0.001;0.013;
5206;0.094;0.004;0.074;0.799;0.002;0.002;0.025;
5332;0.028;0.002;0.025;0.935;0.001;0.001;0.009;
5445;0.025;0.001;0.027;0.935;0.001;0.001;0.009;
5613;0.047;0.004;0.096;0.802;0.002;0.004;0.044;
5760;0.060;0.005;0.148;0.742;0.003;0.005;0.037;
5907;0.086;0.009;0.235;0.608;0.005;0.008;0.050;
6075;0.027;0.002;0.081;0.861;0.001;0.003;0.025;
6201;0.020;0.002;0.044;0.918;0.001;0.002;0.014;
6305;0.028;0.002;0.055;0.890;0.001;0.002;0.022;
