Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;1380;0.96;211.72;188.80;214.93;189.00;0.63;0.37;0.45;0.55;;46
filler-1_corrected;;1;;1;1;1;1;1;;1380;0.73;3300.83;3506.94;3301.11;3506.95;0.71;0.29;0.43;0.57;;46
filler-2;;1;;1;1;1;1;1;;79;1.00;201.12;94.94;203.46;95.01;0.54;0.46;0.46;0.54;;3
filler-2_corrected;;1;;1;1;1;1;1;;79;0.82;475.59;383.52;485.95;406.69;0.62;0.38;0.38;0.62;;3
japanese-translation;;0;;1;1;0;0;1;;70;1.00;125.58;43.12;126.21;43.12;0.77;0.23;0.23;0.77;;2
japanese-translation_corrected;;1;;1;1;0;1;1;;70;1.00;185.38;85.28;186.30;86.40;0.84;0.16;0.13;0.87;;2
20170206-VL-Japan-shelftask-cell4;;0;;1;1;0;0;1;;122;1.00;240.65;82.14;245.05;82.16;0.86;0.14;0.35;0.65;;4
20170206-VL-Japan-shelftask-cell4_corrected;;1;;1;1;1;1;1;;122;0.91;591.38;250.33;619.12;252.72;0.86;0.14;0.35;0.65;;4
20170206-VL-Japan-3d-cell4;;0;;1;1;1;1;0;;183;0.97;199.89;161.34;204.42;163.70;0.94;0.06;0.40;0.60;;7
20170206-VL-Japan-3d-cell4_corrected;;0;;1;1;1;1;0;;183;0.93;2056.15;3696.79;2057.12;3697.43;0.96;0.04;0.44;0.56;;7
