Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
new;;1;;1;1;1;1;1;;137;0.91;49.83;36.05;50.03;36.31;0.22;0.78;0.77;0.23;;7
new_corrected;;0;;1;0;1;1;1;;137;0.09;807.21;1071.45;809.55;1071.47;0.11;0.89;0.61;0.39;;7
old;;1;;1;1;1;1;1;;133;0.75;61.28;32.21;61.37;32.67;0.15;0.85;0.47;0.53;;7
old_corrected;;0;;1;0;1;1;1;;133;0.20;11208.28;10710.95;11235.99;10741.25;0.21;0.79;0.56;0.44;;7
