Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;1485;0.87;198.32;258.32;198.36;266.86;0.56;0.44;0.24;0.76;;53
filler-1_corrected;;0;;1;0;1;1;1;;1485;0.57;312.93;267.33;319.53;279.15;0.30;0.70;0.15;0.85;;53
filler-2;;1;;1;1;1;1;1;;317;0.85;161.35;212.06;163.18;212.47;0.75;0.25;0.11;0.89;;11
filler-2_corrected;;0;;1;0;1;1;0;;317;0.61;257.47;186.23;257.74;186.67;0.43;0.57;0.00;1.00;;11
japanese-translation;;0;;1;1;0;0;0;;77;1.00;106.49;60.90;106.49;60.91;0.57;0.43;0.00;1.00;;3
japanese-translation_corrected;;0;;1;1;0;0;0;;77;0.83;120.37;64.93;120.37;64.96;0.06;0.94;0.00;1.00;;3
20170206-VL-Japan-shelftask-cell4;;0;;1;1;1;1;0;;402;0.79;193.37;176.58;196.70;176.62;0.58;0.42;0.00;1.00;;14
20170206-VL-Japan-shelftask-cell4_corrected;;0;;1;0;1;1;0;;402;0.33;284.93;165.89;297.64;166.48;0.27;0.73;0.00;1.00;;14
20170206-VL-Japan-3d-cell4;;0;;1;1;0;0;0;;174;0.94;143.29;235.15;143.32;240.68;0.87;0.13;0.00;1.00;;7
20170206-VL-Japan-3d-cell4_corrected;;0;;1;1;0;0;0;;174;0.83;186.94;239.78;187.27;244.50;0.26;0.74;0.00;1.00;;7
