Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;63;0.90;278.91;293.78;288.36;310.92;0.87;0.13;0.16;0.84;;4
filler-1_corrected;;0;;1;1;1;1;0;;63;0.94;1440.88;836.51;1443.95;838.18;0.02;0.98;0.05;0.95;;4
filler-2;;0;;1;1;1;1;0;;96;1.00;213.32;185.47;213.44;186.50;0.98;0.02;0.51;0.49;;6
filler-2_corrected;;0;;1;1;1;1;0;;96;0.97;338.76;99.86;342.97;100.31;0.53;0.47;0.06;0.94;;6
FULL_BAY_IrishRecipe_cell4;;0;;1;1;1;1;0;;140;0.95;92.64;150.00;92.88;150.49;0.91;0.09;0.42;0.58;;9
FULL_BAY_IrishRecipe_cell4_corrected;;0;;1;0;0;0;0;;140;0.39;149.89;59.77;155.27;61.31;0.05;0.95;0.01;0.99;;9
XXX-translation-1;;0;;1;1;0;0;0;;26;1.00;87.02;135.17;88.66;138.41;0.92;0.08;0.50;0.50;;2
XXX-translation-1_corrected;;0;;1;1;0;0;0;;26;1.00;200.47;78.52;209.40;82.91;0.12;0.88;0.08;0.92;;2
3_SHELVES_IrishRecipe_cell4;;0;;1;1;0;0;1;;209;0.98;124.36;203.33;126.17;204.82;0.11;0.89;0.27;0.73;;14
3_SHELVES_IrishRecipe_cell4_corrected;;0;;1;1;0;0;0;;209;1.00;92.00;55.74;92.36;55.96;0.00;1.00;0.01;0.99;;14
XXX-translation-2;;0;;1;1;0;0;0;;25;1.00;138.46;147.92;148.81;149.88;1.00;0.00;0.36;0.64;;2
XXX-translation-2_corrected;;0;;1;1;0;0;0;;25;1.00;186.16;71.84;206.52;73.64;0.12;0.88;0.04;0.96;;2
PRODUCT_SHOT_skinless_IrishRecipe_cell4;;1;;1;1;1;1;1;;116;1.00;137.20;91.43;137.22;92.07;0.44;0.56;0.66;0.34;;8
PRODUCT_SHOT_skinless_IrishRecipe_cell4_corrected;;0;;1;1;0;0;0;;116;0.98;127.30;37.32;128.12;37.75;0.01;0.99;0.00;1.00;;8
