Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;0;;82;0.87;173.77;75.65;179.66;75.89;1.00;0.00;0.95;0.05;;6
filler-1_corrected;;0;;1;0;1;1;0;;82;0.05;1502.37;2330.51;1526.06;2382.37;0.05;0.95;0.94;0.06;;6
filler-2;;0;;1;1;0;0;0;;64;0.97;180.69;42.44;180.71;42.94;0.97;0.03;1.00;0.00;;5
filler-2_corrected;;0;;1;0;1;1;0;;64;0.00;59357.74;96191.77;60301.59;97683.00;0.02;0.98;0.95;0.05;;5
japanese-translation;;0;;1;1;0;0;0;;34;1.00;76.33;35.56;78.14;38.38;1.00;0.00;1.00;0.00;;3
japanese-translation_corrected;;0;;1;0;1;1;0;;34;0.00;5518.90;7053.40;5521.93;7053.57;0.06;0.94;0.94;0.06;;3
20170206-VL-Japan-shelftask-cell4;;0;;1;1;0;0;0;;77;0.99;104.21;57.65;104.77;57.66;0.94;0.06;1.00;0.00;;5
20170206-VL-Japan-shelftask-cell4_corrected;;0;;1;0;1;1;1;;77;0.00;36525.40;32216.13;36866.40;32481.27;0.21;0.79;0.79;0.21;;5
20170206-VL-Japan-3d-cell4;;0;;1;1;0;0;0;;65;0.98;153.91;32.13;154.13;32.59;0.95;0.05;1.00;0.00;;7
20170206-VL-Japan-3d-cell4_corrected;;0;;1;0;1;1;1;;65;0.00;2867866.16;2896864.16;2877372.64;2907071.85;0.55;0.45;0.46;0.54;;7
