Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;224;0.99;324.21;125.50;324.85;126.35;0.46;0.54;0.83;0.17;;7
filler-1_corrected;;1;;1;1;1;1;1;;224;0.96;319.36;374.71;324.84;380.42;0.34;0.66;0.80;0.20;;7
filler-2;;0;;1;1;0;0;0;;113;0.92;227.15;84.41;227.33;85.57;0.83;0.17;0.92;0.08;;4
filler-2_corrected;;0;;1;1;1;1;0;;113;0.94;266.18;117.89;266.95;120.71;0.60;0.40;0.91;0.09;;4
japanese-translation;;0;;1;1;0;0;1;;70;1.00;77.61;36.14;78.79;36.28;0.83;0.17;0.73;0.27;;2
japanese-translation_corrected;;0;;1;1;0;0;1;;70;1.00;80.72;45.44;82.52;45.82;0.26;0.74;0.71;0.29;;2
20170206-VL-Japan-shelftask-cell4;;0;;1;1;0;0;1;;74;1.00;333.16;70.02;385.86;71.66;0.35;0.65;0.43;0.57;;2
20170206-VL-Japan-shelftask-cell4_corrected;;0;;1;1;0;0;1;;74;1.00;306.11;75.48;369.93;78.13;0.19;0.81;0.64;0.36;;2
20170206-VL-Japan-3d-cell4;;1;;1;1;1;1;1;;208;0.99;196.60;108.49;204.54;110.07;0.75;0.25;0.62;0.38;;7
20170206-VL-Japan-3d-cell4_corrected;;1;;1;1;1;1;1;;208;0.99;205.92;131.78;210.29;134.21;0.62;0.38;0.60;0.40;;7
