Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;1;1;0;;63;1.00;197.83;124.32;197.88;124.44;0.95;0.05;0.44;0.56;;9
filler-1_corrected;;0;;1;1;1;1;0;;63;0.97;221.50;186.92;221.69;189.85;0.95;0.05;0.57;0.43;;9
filler-2;;0;;1;1;0;0;0;;32;1.00;185.73;73.70;190.98;78.38;1.00;0.00;0.31;0.69;;4
filler-2_corrected;;0;;1;1;1;1;0;;32;1.00;184.13;89.05;186.61;93.17;1.00;0.00;0.59;0.41;;4
FULL_BAY_IrishRecipe_cell4;;0;;1;1;1;1;0;;72;0.67;169.97;139.24;170.51;139.41;0.86;0.14;0.08;0.92;;9
FULL_BAY_IrishRecipe_cell4_corrected;;0;;1;0;1;1;0;;72;0.33;261.25;373.15;261.32;379.80;0.67;0.33;0.10;0.90;;9
XXX-translation-1;;0;;1;1;1;1;0;;12;1.00;231.78;99.55;232.48;99.62;0.58;0.42;0.00;1.00;;1
XXX-translation-1_corrected;;0;;1;0;1;1;0;;12;0.58;336.54;251.91;339.09;254.22;0.33;0.67;0.00;1.00;;1
3_SHELVES_IrishRecipe_cell4;;0;;1;1;1;1;0;;44;1.00;154.73;93.52;156.40;93.93;0.52;0.48;0.05;0.95;;6
3_SHELVES_IrishRecipe_cell4_corrected;;0;;1;1;1;1;0;;44;0.84;214.25;189.21;219.09;189.21;0.34;0.66;0.07;0.93;;6
XXX-translation-2;;0;;1;1;0;0;0;;10;1.00;75.47;47.86;77.80;47.93;1.00;0.00;0.00;1.00;;2
XXX-translation-2_corrected;;0;;1;1;0;0;0;;10;1.00;90.65;92.10;94.41;92.26;0.90;0.10;0.00;1.00;;2
PRODUCT_SHOT_skinless_IrishRecipe_cell4;;0;;1;1;0;0;0;;28;1.00;180.36;76.66;180.49;77.07;0.79;0.21;0.00;1.00;;4
PRODUCT_SHOT_skinless_IrishRecipe_cell4_corrected;;1;;1;1;1;1;1;;28;0.93;234.98;143.35;235.65;145.52;0.64;0.36;0.14;0.86;;4
