Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;0;1;1;0;;613;0.63;215.15;238.26;215.15;239.20;0.83;0.17;0.92;0.08;;24
filler-1_corrected;;0;;1;1;1;1;0;;613;0.85;14104.77;1870.85;14126.72;1874.65;0.66;0.34;0.94;0.06;;24
filler-2;;0;;1;1;0;0;0;;57;1.00;95.35;102.30;97.51;102.30;0.96;0.04;0.93;0.07;;2
filler-2_corrected;;0;;1;1;0;0;0;;57;1.00;141.12;18.89;157.15;20.85;0.14;0.86;1.00;0.00;;2
japanese-translation;;0;;1;1;0;0;0;;22;1.00;73.04;106.55;77.04;110.44;1.00;0.00;0.86;0.14;;1
japanese-translation_corrected;;0;;1;1;1;1;0;;22;0.95;997.47;108.38;1024.41;111.19;0.14;0.86;0.95;0.05;;1
20170206-VL-Japan-shelftask-cell4;;0;;1;1;0;0;0;;93;0.91;125.52;177.59;125.76;185.85;0.97;0.03;0.59;0.41;;3
20170206-VL-Japan-shelftask-cell4_corrected;;0;;1;1;0;0;0;;93;1.00;92.58;9.66;93.51;9.77;0.40;0.60;1.00;0.00;;3
20170206-VL-Japan-3d-cell4;;0;;1;1;0;0;0;;124;0.99;120.63;101.51;121.06;101.68;0.98;0.02;0.78;0.22;;7
20170206-VL-Japan-3d-cell4_corrected;;0;;1;1;0;0;0;;124;0.99;124.52;40.96;124.64;41.00;0.08;0.92;1.00;0.00;;7
