Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
prod_cell1;;0;;1;1;0;0;0;;101;0.98;335.34;136.80;336.62;138.76;0.40;0.60;1.00;0.00;;11
prod_cell1_corrected;;0;;1;1;0;0;0;;101;1.00;304.82;151.17;304.82;151.95;0.36;0.64;1.00;0.00;;11
task2_prod_cell1;;0;;1;0;0;0;0;;154;0.53;273.58;187.90;273.59;188.11;0.40;0.60;1.00;0.00;;14
task2_prod_cell1_corrected;;0;;1;1;0;0;0;;154;0.86;895.60;234.29;926.43;240.01;0.67;0.33;1.00;0.00;;14
Cell1_21_Light_Fit_Strawberry;;0;;1;0;0;0;0;;103;0.50;298.35;224.82;322.15;249.69;0.55;0.45;1.00;0.00;;9
Cell1_21_Light_Fit_Strawberry_corrected;;0;;1;1;1;1;0;;103;0.78;6962.68;2750.71;7025.20;2775.50;0.78;0.22;0.99;0.01;;9
Cell1_22_Yokids_CherryBerryBase;;0;;1;1;0;0;0;;16;0.81;196.80;158.36;221.89;165.24;0.81;0.19;1.00;0.00;;2
Cell1_22_Yokids_CherryBerryBase_corrected;;0;;1;0;1;1;0;;16;0.63;1170.16;524.87;1174.84;524.91;0.38;0.63;1.00;0.00;;2
Cell1_12_YoBaby_Banana_Mango;;0;;1;0;0;0;0;;17;0.59;28.80;52.30;29.57;52.47;1.00;0.00;1.00;0.00;;2
Cell1_12_YoBaby_Banana_Mango_corrected;;0;;1;1;0;0;0;;17;0.94;403.86;182.51;434.57;191.51;0.71;0.29;1.00;0.00;;2
Cell1_11_Light_Fit_vanilla;;0;;1;0;0;0;0;;28;0.54;267.28;148.59;309.78;154.04;0.75;0.25;1.00;0.00;;3
Cell1_11_Light_Fit_vanilla_corrected;;0;;1;1;0;0;0;;28;0.89;725.60;241.65;728.86;242.37;0.86;0.14;1.00;0.00;;3
peapodB;;0;;1;0;0;0;0;;78;0.23;308.61;143.53;309.81;145.09;0.42;0.58;1.00;0.00;;7
peapodB_corrected;;0;;1;1;1;1;0;;78;0.91;739.07;417.64;752.43;424.25;0.88;0.12;1.00;0.00;;7
TargetC;;0;;1;0;0;0;0;;110;0.42;256.76;138.82;259.63;140.87;0.54;0.46;1.00;0.00;;10
TargetC_corrected;;0;;1;1;0;0;0;;110;0.92;443.35;224.83;458.61;231.62;0.81;0.19;1.00;0.00;;10
