Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;1;1;0;;433;0.81;203.26;273.68;203.28;282.65;0.93;0.07;0.51;0.49;;27
filler-1_corrected;;0;;1;0;1;1;1;;433;0.53;374.83;718.16;377.50;772.17;0.73;0.27;0.60;0.40;;27
filler-2;;0;;1;0;1;1;0;;57;0.63;308.56;176.45;309.14;188.35;0.93;0.07;0.58;0.42;;4
filler-2_corrected;;0;;1;0;1;1;1;;57;0.58;456.48;367.08;461.34;392.56;0.86;0.14;0.63;0.37;;4
japanese-translation;;0;;1;1;0;0;0;;43;1.00;157.08;79.20;161.00;82.69;0.98;0.02;0.00;1.00;;3
japanese-translation_corrected;;0;;1;0;1;1;0;;43;0.58;306.24;230.45;310.27;233.55;0.91;0.09;0.02;0.98;;3
20170206-VL-Japan-shelftask-cell4;;0;;1;1;1;1;0;;135;0.76;183.89;145.67;184.21;149.86;0.85;0.15;0.05;0.95;;9
20170206-VL-Japan-shelftask-cell4_corrected;;0;;1;0;1;1;0;;135;0.24;425.25;427.47;437.20;427.50;0.73;0.27;0.05;0.95;;9
20170206-VL-Japan-3d-cell4;;0;;1;1;1;1;0;;54;0.98;203.08;125.59;208.12;130.02;0.98;0.02;0.02;0.98;;7
20170206-VL-Japan-3d-cell4_corrected;;0;;1;1;1;1;0;;54;0.69;411.93;235.55;424.84;238.99;0.93;0.07;0.06;0.94;;7
