Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
katrina-kaif-panasonic-ad-1;;0;;1;1;0;0;0;;118;1,00;40,70;32,45;41,30;32,49;0,02;0,98;0,45;0,55;;5
katrina-kaif-panasonic-ad-1_corrected;;0;;1;1;0;0;1;;118;0,98;80,89;30,23;81,60;30,54;0,14;0,86;0,86;0,14;;5
Whirlpool-Print_Fridge_Ads;;0;;1;1;0;0;0;;117;1,00;120,96;63,98;121,26;64,30;0,40;0,60;0,05;0,95;;5
Whirlpool-Print_Fridge_Ads_corrected;;0;;1;1;0;0;1;;117;0,72;210,93;60,79;211,47;60,83;0,90;0,10;0,28;0,72;;5
LG-Lifes-more-convenient;;0;;1;1;0;0;0;;118;1,00;196,41;138,07;196,88;138,31;0,06;0,94;0,85;0,15;;5
LG-Lifes-more-convenient_corrected;;0;;1;1;0;0;0;;118;0,95;416,84;127,34;418,96;127,48;0,21;0,79;0,96;0,04;;5
