Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;945;0.98;248.01;161.97;248.48;163.66;0.39;0.61;0.83;0.17;;60
filler-1_corrected;;1;;1;1;1;1;1;;945;0.98;230.70;220.78;230.70;224.17;0.69;0.31;0.68;0.32;;60
filler-2;;1;;1;1;1;1;1;;968;0.83;280.09;251.06;284.10;260.29;0.86;0.14;0.76;0.24;;60
filler-2_corrected;;0;;1;1;1;1;0;;968;0.83;249.22;350.09;252.30;366.62;0.93;0.07;0.68;0.32;;60
japanese-translation;;0;;1;1;0;0;0;;38;1.00;141.89;84.32;159.99;84.66;1.00;0.00;0.66;0.34;;3
japanese-translation_corrected;;0;;1;1;0;0;0;;38;0.97;110.91;99.37;116.46;100.53;1.00;0.00;0.13;0.87;;3
20170206-VL-Japan-shelftask-cell4;;0;;1;1;0;0;0;;56;1.00;177.19;82.13;182.90;82.13;0.32;0.68;0.09;0.91;;4
20170206-VL-Japan-shelftask-cell4_corrected;;0;;1;1;1;1;0;;56;0.98;188.03;125.29;192.84;125.58;0.38;0.63;0.09;0.91;;4
20170206-VL-Japan-3d-cell4;;0;;1;1;0;0;1;;78;0.91;178.16;237.37;178.64;238.73;0.62;0.38;0.41;0.59;;7
20170206-VL-Japan-3d-cell4_corrected;;1;;1;1;1;1;1;;78;0.82;203.83;392.30;207.04;399.94;0.72;0.28;0.36;0.64;;7
