Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;448;0.97;287.86;123.56;292.27;125.39;0.40;0.60;0.55;0.45;;25
filler-1_corrected;;1;;1;1;1;1;1;;448;0.97;290.88;145.19;293.64;147.87;0.43;0.57;0.62;0.38;;25
filler-2;;1;;1;1;1;1;1;;116;0.98;301.17;156.18;302.39;158.05;0.58;0.42;0.42;0.58;;6
filler-2_corrected;;1;;1;1;1;1;1;;116;1.00;289.07;181.61;292.88;183.42;0.60;0.40;0.44;0.56;;6
japanese-translation;;0;;1;1;0;0;0;;28;1.00;59.33;71.66;59.33;72.21;0.93;0.07;0.36;0.64;;2
japanese-translation_corrected;;0;;1;1;0;0;0;;28;1.00;63.13;81.50;63.13;82.22;0.93;0.07;0.50;0.50;;2
20170206-VL-Japan-shelftask-cell4;;0;;1;1;0;0;0;;244;1.00;435.53;62.85;452.27;62.87;0.43;0.57;0.02;0.98;;13
20170206-VL-Japan-shelftask-cell4_corrected;;0;;1;1;0;0;0;;244;1.00;447.32;78.78;459.66;78.81;0.46;0.54;0.03;0.97;;13
20170206-VL-Japan-3d-cell4;;0;;1;1;0;0;0;;98;0.99;141.22;129.82;141.24;130.00;0.93;0.07;0.22;0.78;;7
20170206-VL-Japan-3d-cell4_corrected;;0;;1;1;0;0;0;;98;0.99;134.46;145.75;134.51;146.12;0.97;0.03;0.23;0.77;;7
