Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;0;1;1;1;;218;0.58;599.53;139.47;630.42;140.07;0.38;0.62;0.77;0.23;;11
filler-1_corrected;;0;;1;0;1;1;1;;218;0.55;764.17;351.27;860.47;370.52;0.36;0.64;0.72;0.28;;11
filler-2;;1;;1;1;1;1;1;;89;0.96;292.83;142.87;293.92;145.11;0.29;0.71;0.88;0.12;;4
filler-2_corrected;;0;;1;1;1;1;0;;89;0.94;263.80;221.13;269.79;230.77;0.26;0.74;0.91;0.09;;4
japanese-translation;;1;;1;1;1;1;1;;25;0.92;175.18;143.26;175.59;157.23;0.16;0.84;0.16;0.84;;1
japanese-translation_corrected;;1;;1;1;1;1;1;;25;0.84;3493.92;5792.70;3617.88;5982.48;0.12;0.88;0.36;0.64;;1
20170206-VL-Japan-shelftask-cell4;;1;;1;1;1;1;1;;154;1.00;365.72;123.25;377.52;123.36;0.67;0.33;0.36;0.64;;8
20170206-VL-Japan-shelftask-cell4_corrected;;1;;1;1;1;1;1;;154;0.75;1259.73;1067.94;1271.23;1101.01;0.61;0.39;0.38;0.62;;8
20170206-VL-Japan-3d-cell4;;0;;1;1;0;0;1;;95;0.94;352.08;97.76;353.00;97.76;0.71;0.29;0.51;0.49;;7
20170206-VL-Japan-3d-cell4_corrected;;1;;1;1;1;1;1;;95;0.85;644.05;227.29;652.24;227.74;0.65;0.35;0.43;0.57;;7
