Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
prod_cell1;;0;;1;1;0;0;0;;961;0.98;338.70;151.05;341.53;151.64;0.46;0.54;1.00;0.00;;60
prod_cell1_corrected;;0;;1;1;0;0;0;;961;0.98;368.87;178.45;369.40;178.53;0.50;0.50;1.00;0.00;;60
task2_prod_cell1;;0;;1;1;0;0;0;;988;0.93;277.59;111.97;281.21;112.34;0.26;0.74;1.00;0.00;;60
task2_prod_cell1_corrected;;0;;1;1;0;0;0;;988;0.97;298.08;260.73;301.72;264.01;0.44;0.56;1.00;0.00;;60
Cell1_21_Light_Fit_Strawberry;;0;;1;1;0;0;0;;559;0.95;240.40;146.73;248.10;147.57;0.22;0.78;1.00;0.00;;35
Cell1_21_Light_Fit_Strawberry_corrected;;0;;1;1;0;0;0;;559;0.98;235.72;328.68;243.64;334.48;0.55;0.45;1.00;0.00;;35
Cell1_12_YoBaby_Banana_Mango;;0;;1;1;0;0;0;;432;0.96;209.11;131.20;221.24;132.78;0.38;0.62;1.00;0.00;;28
Cell1_12_YoBaby_Banana_Mango_corrected;;0;;1;1;0;0;0;;432;0.98;221.13;301.84;235.97;308.23;0.77;0.23;1.00;0.00;;28
Cell1_22_Yokids_CherryBerryBase;;0;;1;1;0;0;0;;233;0.92;257.11;143.91;269.97;145.10;0.09;0.91;1.00;0.00;;17
Cell1_22_Yokids_CherryBerryBase_corrected;;0;;1;1;0;0;0;;233;0.91;244.39;316.06;257.33;322.25;0.52;0.48;1.00;0.00;;17
Cell1_11_Light_Fit_vanilla;;0;;1;1;0;0;0;;410;0.96;223.05;122.10;239.82;126.17;0.02;0.98;1.00;0.00;;27
Cell1_11_Light_Fit_vanilla_corrected;;0;;1;1;0;0;0;;410;0.98;219.78;263.54;236.03;274.92;0.40;0.60;1.00;0.00;;27
peapodB;;0;;1;1;0;0;0;;939;0.74;358.73;128.63;358.75;128.63;0.16;0.84;1.00;0.00;;60
peapodB_corrected;;0;;1;1;0;0;0;;939;0.88;352.97;271.04;354.52;272.65;0.26;0.74;1.00;0.00;;60
TargetC;;0;;1;1;0;0;0;;979;0.99;267.80;138.39;267.84;139.58;0.43;0.57;1.00;0.00;;60
TargetC_corrected;;0;;1;1;0;0;0;;979;0.94;275.08;274.69;275.10;281.08;0.56;0.44;1.00;0.00;;60
