18;660;-72
59;287;357
116;124;592
180;226;367
328;486;67
371;797;-113
403;934;-176
451;928;-153
534;850;-91
593;797;-89
660;750;-115
724;861;-44
788;969;-12
852;1221;-21
975;1204;-40
1011;1276;-9
1060;1304;36
1123;1389;50
1188;1361;106
1252;1331;155
1320;1288;171
1387;1134;128
1489;932;54
1536;811;15
1603;825;9
1712;832;41
1770;788;51
1805;739;38
1859;720;34
1925;630;16
1988;658;36
2052;892;49
2148;1238;60
2244;1464;54
2808;1457;-51
2865;1476;-121
2923;1485;-146
3025;1574;-88
3073;1570;-28
3132;1661;-4
3198;1660;-2
3252;1693;-10
3322;1655;-22
3411;1595;-56
3467;1526;-71
3524;1532;-59
3587;1555;-13
3653;1606;48
