Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
timeline1;;0;;1;0;1;1;0;;68;0.00;211.95;1735.63;217.76;1833.90;0.00;1.00;0.00;1.00;;19
timeline1_corrected;;0;;1;0;1;1;0;;68;0.00;248.74;1728.81;251.30;1834.16;0.00;1.00;0.00;1.00;;19
timeline2;;0;;1;0;1;1;0;;39;0.00;249.89;1877.03;255.35;1877.10;0.03;0.97;0.00;1.00;;12
timeline2_corrected;;0;;1;0;1;1;0;;39;0.00;278.69;1872.70;282.13;1872.81;0.00;1.00;0.00;1.00;;12
timeline3;;0;;1;0;1;1;0;;68;0.00;248.95;1853.77;249.50;1922.35;0.06;0.94;0.00;1.00;;17
timeline3_corrected;;0;;1;0;1;1;0;;68;0.00;268.31;1853.31;268.33;1922.38;0.00;1.00;0.00;1.00;;17
