18;230;479
750;435;381
909;534;269
1001;603;116
1124;545;88
1266;562;62
1355;778;78
1478;788;79
1599;743;106
1687;591;121
1804;576;138
1904;656;120
1993;654;111
2109;616;161
2207;558;270
2372;532;348
2494;576;221
2594;649;99
2701;637;85
2818;581;224
2918;510;294
3009;417;324
3157;288;332
3270;260;348
3367;312;313
3485;445;293
3585;479;304
3677;540;305
3810;567;343
3912;507;367
4004;478;415
4119;410;421
4217;413;439
4305;357;435
4425;379;435
4525;398;428
4617;359;456
4734;408;478
4868;404;539
4964;349;480
5148;375;504
5249;314;423
5357;401;425
5473;381;357
5604;386;382
5696;386;418
5813;320;408
5911;341;373
6045;322;366
6165;365;424
6266;468;432
6359;453;402
6482;387;348
6623;352;349
6714;492;318
6831;559;342
6929;597;368
7018;526;452
7161;551;476
7262;335;508
7353;385;455
7470;388;416
7570;571;351
7667;637;259
7785;711;162
7886;733;85
7978;691;126
8095;672;143
8224;704;148
8317;701;128
8434;696;155
8536;646;196
8628;592;268
8748;673;223
8873;584;271
8974;544;268
9090;367;316
9191;440;231
9301;651;166
9420;833;120
9522;949;113
9613;924;71
9729;744;81
9830;795;52
9922;609;70
