Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;137;0.89;354.85;187.43;361.45;187.87;0.42;0.58;0.20;0.80;;21
filler-1_corrected;;0;;1;0;1;1;1;;137;0.42;4578.97;4234.75;4627.00;4288.99;0.21;0.79;0.26;0.74;;21
filler-2;;1;;1;1;1;1;1;;38;0.89;309.71;158.80;318.20;161.13;0.53;0.47;0.21;0.79;;6
filler-2_corrected;;0;;1;0;1;1;1;;38;0.42;467.17;851.13;477.16;921.22;0.29;0.71;0.24;0.76;;6
japanese-translation;;1;;1;1;1;1;1;;12;0.83;244.83;208.88;258.63;218.24;0.75;0.25;0.42;0.58;;2
japanese-translation_corrected;;1;;1;1;1;1;1;;12;0.75;2035.29;2381.30;2280.10;2640.58;0.17;0.83;0.67;0.33;;2
20170206-VL-Japan-shelftask-cell4;;1;;1;1;1;1;1;;156;0.98;209.67;114.18;214.01;116.14;0.52;0.48;0.72;0.28;;23
20170206-VL-Japan-shelftask-cell4_corrected;;1;;1;1;1;1;1;;156;0.86;508.87;266.97;533.12;269.03;0.64;0.36;0.37;0.63;;24
20170206-VL-Japan-3d-cell4;;0;;1;1;0;0;0;;30;1.00;133.98;139.20;134.54;141.27;0.97;0.03;0.67;0.33;;7
20170206-VL-Japan-3d-cell4_corrected;;0;;1;1;1;1;0;;30;0.87;197.56;424.73;199.09;446.34;0.93;0.07;0.30;0.70;;7
