Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
LightSwitch;;0;;1;1;0;0;0;;1932;0.97;121.53;107.61;121.53;107.63;0.01;0.99;0.11;0.89;;82
LightSwitch_corrected;;1;;1;1;1;1;1;;1932;0.74;326966.47;86263.71;327006.18;86272.96;0.61;0.39;0.24;0.76;;82
