75;641;300
137;620;254
183;630;268
278;646;328
347;609;330
395;590;317
482;613;325
551;642;445
601;643;563
684;622;604
764;612;557
806;564;488
887;604;465
946;633;491
991;672;490
1075;640;505
1137;642;553
1182;697;626
1263;713;642
1326;695;604
1386;680;559
1469;682;511
1531;684;465
1575;660;453
1656;642;468
1714;639;510
1760;674;539
1847;662;567
1909;660;565
1956;602;546
2047;1145;618
2111;1174;612
2158;1213;630
2245;688;560
2305;631;578
2350;626;602
2430;587;610
2488;546;582
2534;638;411
2619;801;221
2693;956;138
2738;959;187
2826;881;330
2891;883;342
2940;861;356
3021;941;381
3088;857;527
3597;769;626
