Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
prod_cell1;;1;;1;1;1;1;1;;1251;1.00;247.93;1027.21;249.18;1096.32;0.76;0.24;0.83;0.17;;60
prod_cell1_corrected;;1;;1;1;1;1;1;;1251;0.91;513.02;1035.78;514.20;1103.67;0.60;0.40;0.83;0.17;;60
task2_prod_cell1;;1;;1;1;1;1;1;;1287;1.00;245.93;919.78;246.12;922.49;0.41;0.59;0.73;0.27;;60
task2_prod_cell1_corrected;;1;;1;1;1;1;1;;1287;0.89;2053.79;1069.66;2054.13;1069.74;0.38;0.62;0.82;0.18;;60
Cell1_21_Light_Fit_Strawberry;;0;;1;1;0;0;0;;282;1.00;198.63;123.39;201.26;123.53;0.40;0.60;1.00;0.00;;14
Cell1_21_Light_Fit_Strawberry_corrected;;0;;1;1;1;1;0;;282;0.68;2039.65;722.32;2041.17;722.43;0.38;0.62;0.98;0.02;;14
Cell1_22_Yokids_CherryBerryBase;;0;;1;1;0;0;0;;107;1.00;141.91;116.16;145.37;116.78;0.77;0.23;1.00;0.00;;7
Cell1_22_Yokids_CherryBerryBase_corrected;;0;;1;1;1;1;0;;107;0.78;4617.34;1179.00;4650.87;1189.43;0.62;0.38;0.98;0.02;;7
Cell1_11_Light_Fit_vanilla;;0;;1;1;0;0;0;;48;1.00;156.30;131.83;169.31;136.43;0.65;0.35;1.00;0.00;;4
Cell1_11_Light_Fit_vanilla_corrected;;0;;1;1;0;0;0;;48;0.77;1122.93;592.51;1140.47;600.99;0.38;0.63;1.00;0.00;;4
Cell1_12_YoBaby_Banana_Mango;;0;;1;1;0;0;0;;44;1.00;191.67;95.14;202.17;99.10;0.61;0.39;1.00;0.00;;3
Cell1_12_YoBaby_Banana_Mango_corrected;;0;;1;1;1;1;0;;44;0.75;13496.61;3946.62;13500.66;3948.18;0.52;0.48;0.98;0.02;;3
peapodB;;1;;1;1;1;1;1;;1208;0.99;222.02;1034.06;224.48;1047.37;0.50;0.50;0.59;0.41;;60
peapodB_corrected;;1;;1;1;1;1;1;;1208;0.89;7836.33;2904.00;7839.05;2921.23;0.46;0.54;0.59;0.41;;60
TargetC;;1;;1;1;1;1;1;;812;1.00;196.68;1666.04;197.11;1675.50;0.42;0.58;0.64;0.36;;54
TargetC_corrected;;1;;1;1;1;1;1;;812;0.73;4642.76;2131.41;4644.44;2136.09;0.37;0.63;0.63;0.37;;54
