97;625;443
212;458;382
335;1035;157
462;956;156
581;1045;224
687;675;336
807;526;339
944;431;280
1082;532;473
1190;519;419
1326;457;400
1434;299;445
1566;205;483
1694;269;566
1801;370;533
1914;627;622
2024;675;629
2158;622;599
2293;473;491
2403;558;570
2516;580;557
2645;1055;407
2754;1121;323
2874;1065;430
2976;871;683
3081;466;649
3186;375;553
3289;409;552
3414;586;607
3523;863;632
3627;670;530
3824;791;506
3926;514;434
4028;34;563
4131;-220;571
4233;-65;595
4336;584;157
4440;1033;139
4565;977;66
4688;774;376
4791;417;383
4897;186;389
5000;241;428
5104;307;360
5207;407;384
5330;157;377
5433;7;471
5537;342;480
5661;575;471
5763;916;463
5865;686;482
5972;606;519
6092;374;499
6198;512;556
6301;434;453
6417;573;328
6521;430;238
6630;607;283
6782;540;326
6957;640;313
7208;392;184
7375;486;269
7565;197;211
7686;102;269
7817;-43;194
7930;202;158
8035;371;159
8138;493;164
8262;375;274
8363;453;309
8467;185;273
8622;123;276
8724;182;365
8828;185;485
8933;152;415
9037;53;357
9143;296;317
9244;394;417
9367;340;471
9469;283;425
9576;144;354
9678;232;430
9782;329;472
9887;729;580
9992;991;211
10186;1066;299
10292;663;211
10399;84;401
10525;-87;321
10631;30;378
10732;273;441
10834;445;430
10938;731;443
11060;862;437
11252;686;451
11355;587;525
11456;539;519
11561;568;450
11689;504;219
11796;565;235
11900;713;327
12003;910;455
12107;959;493
12213;1041;499
12319;1063;582
12483;1005;525
12585;878;519
12691;823;492
12819;921;629
12928;956;696
13031;990;643
13138;1104;601
13244;1032;560
13348;918;653
13454;764;611
13560;715;575
13663;782;566
13767;755;568
13893;937;620
14000;917;656
14106;832;744
14256;722;768
14357;545;690
14460;566;605
14566;568;638
14672;137;594
14777;31;571
14936;-145;502
15068;303;588
15173;446;669
15299;618;702
15405;696;639
15511;826;702
15619;767;673
15721;770;713
15828;663;642
15931;801;667
16035;640;624
16168;817;612
16270;580;594
16375;816;654
16480;668;660
16584;593;516
16691;690;598
16801;306;573
16906;502;687
17009;373;621
17113;672;707
17243;621;811
17347;456;673
17451;605;604
17555;553;451
17662;647;574
17769;541;510
17875;620;559
17977;724;520
18081;594;377
18184;656;436
18311;416;414
18417;551;577
18521;680;504
18630;947;527
18738;824;514
18846;688;516
18953;667;401
19058;218;303
19162;58;228
19290;70;355
19418;513;503
19532;628;571
19636;336;566
19743;665;163
19850;614;165
19954;530;-12
20060;246;344
20268;289;263
20374;247;389
20478;-51;276
20604;-195;307
20762;167;335
20870;387;416
20977;520;396
21082;279;337
21185;509;362
21290;828;90
21395;720;80
21499;85;9
21603;-390;446
21732;-601;462
21843;-280;526
21986;-500;423
22091;414;490
22195;648;580
22299;836;526
22405;251;524
22511;29;456
22618;417;565
22726;285;571
22856;239;595
22961;-215;493
23073;-205;411
23180;-56;422
23283;37;557
23387;171;571
23489;-75;509
23592;-96;486
23718;145;658
23826;362;675
23958;385;678
24065;280;628
24171;137;728
24282;25;693
24385;-2;678
24490;37;566
24594;96;496
24699;-211;367
24803;-414;411
25040;-548;363
25166;-262;499
25269;-208;383
25372;-261;462
25474;-498;323
25578;-172;468
25683;-14;662
25796;98;733
25904;-132;666
26007;-129;469
