Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;1;1;0;;15;1.00;173.63;167.39;193.76;169.27;1.00;0.00;0.13;0.87;;2
filler-1_corrected;;1;;1;1;1;1;1;;15;0.67;245.12;277.14;269.08;277.28;0.47;0.53;0.20;0.80;;2
filler-2;;0;;1;1;0;0;0;;25;1.00;171.63;50.35;172.01;50.40;0.48;0.52;0.00;1.00;;2
filler-2_corrected;;0;;1;0;1;1;0;;25;0.44;413.58;210.22;418.79;210.37;0.20;0.80;0.00;1.00;;2
FULL_BAY_IrishRecipe_cell4;;0;;1;1;0;0;0;;33;0.97;108.88;60.33;110.28;60.59;0.12;0.88;0.00;1.00;;3
FULL_BAY_IrishRecipe_cell4_corrected;;0;;1;0;1;1;0;;33;0.15;292.18;229.17;301.98;238.00;0.09;0.91;0.00;1.00;;3
XXX-translation-1;;0;;1;1;0;0;0;;12;1.00;94.64;54.76;96.66;55.72;0.25;0.75;0.00;1.00;;1
XXX-translation-1_corrected;;0;;1;0;1;1;0;;12;0.50;311.21;217.85;312.47;223.95;0.00;1.00;0.00;1.00;;1
3_SHELVES_IrishRecipe_cell4;;0;;1;1;0;0;0;;45;0.89;88.62;59.06;88.89;59.68;0.02;0.98;0.00;1.00;;4
3_SHELVES_IrishRecipe_cell4_corrected;;0;;1;0;1;1;0;;45;0.04;501.10;414.84;501.88;415.01;0.00;1.00;0.00;1.00;;4
XXX-translation-2;;0;;1;1;0;0;0;;13;0.92;168.62;58.63;180.14;60.21;0.62;0.38;0.00;1.00;;1
XXX-translation-2_corrected;;0;;1;0;1;1;0;;13;0.31;726.69;528.19;848.24;596.60;0.15;0.85;0.00;1.00;;1
PRODUCT_SHOT_skinless_IrishRecipe_cell4;;0;;1;1;0;0;0;;37;1.00;184.07;59.05;184.30;59.22;0.27;0.73;0.00;1.00;;3
PRODUCT_SHOT_skinless_IrishRecipe_cell4_corrected;;0;;1;0;1;1;0;;37;0.51;762.99;381.67;825.71;412.86;0.03;0.97;0.00;1.00;;3
