Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;206;0.86;356.34;175.65;365.25;179.07;0.31;0.69;0.52;0.48;;18
filler-1_corrected;;1;;1;1;1;1;1;;206;0.98;365.30;189.20;395.61;200.47;0.37;0.63;0.80;0.20;;18
filler-2;;1;;1;1;1;1;1;;147;0.97;275.86;252.50;280.08;271.40;0.52;0.48;0.54;0.46;;13
filler-2_corrected;;1;;1;1;1;1;1;;147;0.86;280.19;336.85;280.92;391.89;0.58;0.42;0.64;0.36;;13
japanese-translation;;0;;1;1;0;0;0;;16;0.88;142.43;109.94;145.07;113.12;0.38;0.63;0.00;1.00;;2
japanese-translation_corrected;;1;;1;1;1;1;1;;16;0.88;300.15;281.05;313.05;300.88;0.44;0.56;0.31;0.69;;2
20170206-VL-Japan-shelftask-cell4;;0;;1;1;1;1;0;;149;0.92;331.93;107.24;352.49;107.24;0.23;0.77;0.03;0.97;;13
20170206-VL-Japan-shelftask-cell4_corrected;;0;;1;0;1;1;0;;149;0.57;1176.54;1367.35;1191.43;1384.77;0.28;0.72;0.08;0.92;;13
20170206-VL-Japan-3d-cell4;;0;;1;1;1;1;0;;39;0.92;278.02;235.60;281.39;239.80;0.08;0.92;0.08;0.92;;7
20170206-VL-Japan-3d-cell4_corrected;;1;;1;1;1;1;1;;39;0.90;303.52;771.45;303.53;778.89;0.18;0.82;0.36;0.64;;7
