136;815;427
271;904;430
354;916;411
464;782;414
648;691;431
801;655;411
943;785;358
1096;873;300
1287;991;292
1440;1038;282
1580;1038;284
1843;954;265
1940;855;252
2065;650;256
2219;509;263
2395;385;290
2535;482;300
2706;582;321
2858;594;360
3037;491;389
3210;419;400
3348;447;400
3533;447;392
3685;420;389
3820;349;380
4008;407;352
4156;407;293
4300;673;234
4460;816;171
4621;1016;127
4843;969;108
4978;942;77
5133;1008;153
5259;1054;168
5445;1155;201
5616;1113;190
5753;1097;182
5901;1101;213
6059;978;375
6221;908;455
6382;851;467
6539;957;352
