72;0.739;0.015;0.082;0.151;0.006;0.001;0.007;
140;0.812;0.012;0.085;0.078;0.003;0.001;0.008;
207;0.844;0.016;0.082;0.047;0.004;0.001;0.006;
292;0.774;0.014;0.065;0.132;0.008;0.001;0.005;
361;0.833;0.011;0.092;0.054;0.004;0.001;0.005;
433;0.793;0.017;0.082;0.096;0.003;0.001;0.008;
497;0.811;0.018;0.048;0.107;0.008;0.001;0.006;
563;0.795;0.018;0.045;0.124;0.009;0.002;0.008;
630;0.532;0.013;0.032;0.407;0.010;0.001;0.004;
697;0.726;0.014;0.057;0.194;0.005;0.001;0.004;
774;0.752;0.014;0.056;0.168;0.004;0.001;0.005;
841;0.776;0.014;0.128;0.073;0.002;0.002;0.005;
906;0.660;0.018;0.131;0.174;0.004;0.003;0.010;
992;0.671;0.018;0.113;0.186;0.003;0.001;0.008;
1057;0.708;0.014;0.117;0.149;0.003;0.002;0.008;
1129;0.737;0.011;0.150;0.089;0.003;0.003;0.007;
1194;0.702;0.010;0.125;0.148;0.004;0.004;0.007;
1257;0.754;0.011;0.121;0.102;0.004;0.003;0.006;
1321;0.795;0.009;0.114;0.067;0.002;0.002;0.010;
1382;0.744;0.010;0.114;0.119;0.003;0.002;0.009;
1443;0.735;0.010;0.136;0.105;0.003;0.002;0.009;
1504;0.847;0.009;0.099;0.036;0.002;0.002;0.006;
1566;0.600;0.013;0.170;0.189;0.005;0.003;0.019;
1639;0.707;0.009;0.146;0.117;0.004;0.003;0.014;
1706;0.627;0.009;0.132;0.210;0.005;0.005;0.011;
1770;0.730;0.008;0.141;0.098;0.004;0.005;0.015;
1833;0.825;0.007;0.102;0.044;0.002;0.003;0.018;
1900;0.727;0.011;0.147;0.095;0.002;0.003;0.015;
1964;0.580;0.014;0.191;0.172;0.006;0.006;0.030;
2045;0.617;0.012;0.087;0.269;0.005;0.002;0.007;
2113;0.762;0.016;0.063;0.146;0.006;0.002;0.006;
2178;0.766;0.014;0.124;0.088;0.002;0.002;0.005;
2245;0.690;0.018;0.036;0.232;0.019;0.001;0.004;
2333;0.858;0.015;0.072;0.044;0.004;0.001;0.006;
2394;0.875;0.012;0.062;0.034;0.009;0.002;0.006;
2454;0.846;0.015;0.057;0.067;0.008;0.002;0.006;
2516;0.828;0.025;0.069;0.065;0.005;0.001;0.007;
2579;0.787;0.019;0.079;0.102;0.006;0.001;0.006;
2651;0.864;0.032;0.046;0.046;0.005;0.002;0.006;
2714;0.786;0.021;0.059;0.116;0.012;0.001;0.005;
2782;0.792;0.021;0.077;0.097;0.007;0.001;0.005;
2851;0.796;0.024;0.039;0.127;0.010;0.002;0.003;
2915;0.816;0.012;0.079;0.081;0.004;0.002;0.006;
3003;0.800;0.016;0.058;0.113;0.005;0.001;0.006;
3067;0.780;0.019;0.049;0.138;0.008;0.002;0.004;
3129;0.853;0.014;0.088;0.035;0.002;0.001;0.006;
3190;0.844;0.015;0.081;0.049;0.003;0.001;0.007;
3265;0.720;0.014;0.058;0.194;0.010;0.001;0.003;
3333;0.791;0.012;0.065;0.110;0.009;0.002;0.010;
3399;0.800;0.013;0.070;0.099;0.005;0.002;0.010;
3467;0.756;0.013;0.097;0.120;0.004;0.001;0.009;
