57;294;775
124;503;769
187;683;716
245;860;616
302;790;484
365;764;386
423;705;330
481;739;352
554;711;362
611;710;389
668;733;428
724;697;441
782;780;464
841;790;485
896;912;536
951;876;590
1009;1127;605
1069;1029;625
1141;980;502
1199;649;378
1252;617;250
1309;644;265
1367;565;288
1425;530;303
1485;710;310
1547;876;288
1604;1085;285
1659;1063;302
1737;1100;328
1795;1090;315
1854;1140;263
1913;1187;213
1973;1233;215
2031;1233;198
2090;1224;205
2148;1215;179
2212;1212;204
2275;1145;253
2360;1024;403
2427;850;544
2490;863;631
2556;827;595
2626;812;537
2692;685;482
2755;726;492
2818;789;548
2888;892;609
2945;941;649
3020;959;656
3085;1024;666
3149;1030;598
3209;978;555
3265;864;514
3326;743;507
3390;575;400
3455;950;298
3517;792;213
3588;784;200
3666;157;168
3730;80;141
3799;-61;110
3872;-100;120
3936;-111;148
3996;-84;190
4056;515;213
4114;775;219
4173;1030;223
4232;678;194
4300;662;171
4358;642;155
4415;633;140
4478;802;195
4542;950;244
4604;1151;298
4660;1176;309
4714;1200;307
4779;1141;285
4845;1098;241
4926;1118;223
4992;1169;190
5056;1236;165
5118;1237;130
5183;1213;155
5243;1170;148
5303;1190;142
5361;1225;131
5417;1240;127
5475;1227;87
5547;1251;70
5607;1265;74
5665;978;209
5723;681;294
5781;411;349
5841;452;300
5899;353;270
5958;358;266
6015;433;252
6073;633;282
6145;645;305
6203;653;333
6258;635;317
6314;746;285
6371;732;272
6428;790;245
6484;806;266
6540;865;273
6597;935;322
6658;1000;310
6727;1032;323
6782;1032;295
6839;923;354
6895;822;397
6955;694;458
7014;671;482
7071;661;450
7130;654;425
7188;603;381
7243;560;412
7313;590;390
7371;630;400
7427;665;367
7484;612;371
7545;603;350
7605;970;508
7667;1001;630
7727;928;677
7787;560;511
7845;513;370
7916;565;288
7976;673;264
8036;744;269
8094;800;275
8151;767;297
8208;769;291
8266;760;285
8335;750;295
8400;859;306
8462;1011;344
8534;1117;353
8591;1089;354
8646;1022;367
8702;980;346
8761;969;349
8817;1014;317
8873;1087;314
8931;1139;286
8992;1195;290
9049;1170;295
9120;1220;371
9177;1243;480
9232;1288;592
9288;1271;648
9345;1301;639
9402;1319;645
9459;1328;641
9514;1270;645
9571;1238;613
9629;1222;570
9701;1186;545
9760;1171;552
9818;1091;598
9877;981;616
9935;868;600
9995;842;595
10055;856;590
10113;843;612
10173;615;560
10230;407;500
10300;245;422
10357;189;380
10414;116;355
10470;33;352
10529;549;339
10585;769;360
10641;1078;445
10703;818;534
10761;851;589
10820;796;604
10892;829;633
10951;903;669
11013;927;677
11072;970;683
11132;959;676
11190;1032;670
11245;1005;670
11303;914;632
11368;802;600
11428;789;558
11504;850;574
11566;861;587
11626;840;580
11684;871;576
11742;898;558
11804;1060;435
11867;1201;297
11926;1406;160
11989;1456;153
12051;1474;136
12127;1466;115
12189;1505;150
12255;1490;370
12324;1421;608
12392;1356;751
12459;1320;738
12528;1347;713
12594;1284;682
12660;1323;660
12725;1195;634
12810;1080;641
12879;927;641
12945;883;619
13009;945;586
13073;967;561
13137;905;538
13203;775;445
13262;421;336
13324;445;255
13386;240;253
13467;363;256
13539;89;242
13603;588;245
13669;446;206
13740;514;219
13802;-20;238
13866;262;275
13932;489;269
13999;727;241
14062;677;223
14134;674;239
14191;726;288
14245;873;310
14302;1036;325
14361;1145;289
14418;1219;309
14472;1256;309
14530;1318;319
14586;1333;295
14640;1312;260
14709;1293;221
14765;1265;189
14821;1250;163
14876;1261;168
14934;1043;231
14990;872;293
15049;694;339
15109;571;326
15166;520;342
15224;940;349
15294;1163;354
15351;1224;335
15406;880;327
15465;920;310
15522;950;312
15581;862;320
15640;838;366
15696;935;376
15755;1043;379
15812;1153;350
15884;1148;375
15942;1085;401
15998;915;416
16059;870;445
16117;883;434
16173;1025;494
16228;1100;505
16282;1185;556
16339;1218;562
16397;1203;564
16472;1209;568
16531;1158;485
16589;1168;407
16644;1150;355
16701;1131;365
16766;1132;375
16829;974;355
16890;831;362
16948;648;363
17004;744;350
17080;785;342
17141;766;330
17201;655;345
17257;600;340
17313;656;397
17370;722;435
17429;770;472
17486;751;445
17544;715;427
17602;1172;410
17673;1061;410
17733;1074;432
17798;680;470
17862;860;489
17926;875;465
17987;921;457
18052;910;461
18110;934;522
18169;800;528
18226;678;549
18296;435;500
18354;400;480
18409;298;472
18466;645;643
18526;1035;780
18585;1273;878
18639;1167;734
18695;864;612
18751;845;506
18807;853;480
18876;910;465
18932;897;455
18988;875;455
19043;834;476
19100;898;434
19167;1006;393
19225;1094;334
19278;1095;329
19338;1109;350
19396;1130;373
19466;1256;394
19523;1300;396
19582;1347;407
19638;1264;416
19694;1331;423
19750;1305;405
19816;1324;365
19879;1247;329
19937;1277;291
19995;1111;301
20067;945;320
20125;770;349
20181;755;345
20236;679;325
20291;633;305
20347;368;309
20404;348;315
20467;163;339
20525;195;333
20583;73;312
20650;23;309
20708;117;241
20766;19;210
20824;15;140
20882;-134;150
20939;391;145
20995;494;143
21054;529;131
21111;257;140
21171;353;165
21240;348;204
21298;118;192
21366;343;317
21423;752;460
21481;1194;611
21539;1170;602
21599;1232;555
21655;1265;513
21717;1292;500
21777;1307;515
21849;1260;549
21909;1236;593
21967;1183;621
22026;1190;619
22085;1215;589
22145;1220;558
22207;1090;553
22274;1013;523
22342;906;525
22410;923;485
22489;841;475
22554;816;462
22617;766;482
22676;780;520
22738;845;542
22798;949;564
22871;966;578
22936;900;545
23003;845;532
23067;770;490
23150;804;494
23210;814;475
23272;999;460
23341;1060;462
23401;1202;444
23466;1268;449
23528;1310;454
23594;1290;485
23658;1261;499
23722;1257;503
23803;1232;515
23868;1251;549
23933;1207;567
23996;1248;559
24054;1125;519
24113;1127;498
24169;1072;519
24227;1120;530
24280;1079;535
24336;1069;511
24406;942;511
24463;800;493
24524;465;511
24584;398;516
24638;192;502
24693;165;428
24749;0;383
24806;38;365
24861;241;321
24917;437;275
24987;605;221
25045;555;229
25103;543;229
25164;593;235
25223;779;259
25287;962;355
25353;1079;435
25417;1100;522
25480;1161;523
25540;1177;555
25612;1158;560
25672;1119;563
25730;1085;568
25790;1146;584
25850;1092;565
25915;1114;564
25976;1093;554
26037;1139;600
26101;1100;614
26166;1083;619
26233;1072;613
26288;1228;431
26348;1317;227
26407;1438;50
26465;1455;-9
26527;1469;-33
26582;1439;-81
26646;1432;-77
26713;1440;-51
26772;1434;-26
26853;1401;-28
26915;1220;-72
26970;1014;-115
27026;852;-120
27084;870;-112
27144;840;-100
27201;513;-99
27257;236;-99
27318;-30;-113
27377;87;-134
27447;-13;-162
27504;175;-138
27562;275;-100
27625;510;-48
27683;352;43
27740;185;101
27799;-27;196
27856;-66;176
27913;-135;188
27970;-121;173
