Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
prod_cell1;;0;;1;1;0;0;0;;28;0.93;959.34;430.67;970.35;435.73;0.39;0.61;1.00;0.00;;8
prod_cell1_corrected;;0;;1;1;0;0;0;;28;0.89;1949.24;161.79;1984.75;163.87;0.04;0.96;1.00;0.00;;9
task2_prod_cell1;;0;;1;1;0;0;0;;35;0.89;280.57;95.83;288.50;95.90;0.20;0.80;1.00;0.00;;5
task2_prod_cell1_corrected;;0;;1;1;0;0;0;;35;1.00;323.30;137.00;335.93;137.81;0.34;0.66;1.00;0.00;;5
Cell1_22_Yokids_CherryBerryBase;;0;;1;1;0;0;0;;58;1.00;246.69;130.43;256.50;131.30;0.17;0.83;1.00;0.00;;14
Cell1_22_Yokids_CherryBerryBase_corrected;;0;;1;1;0;0;0;;58;1.00;270.37;157.63;277.36;159.42;0.40;0.60;1.00;0.00;;14
peapodB;;0;;1;1;0;0;0;;24;0.96;240.90;77.43;248.65;77.46;0.04;0.96;1.00;0.00;;4
peapodB_corrected;;0;;1;1;0;0;0;;24;1.00;274.96;107.31;283.75;107.31;0.21;0.79;1.00;0.00;;4
TargetC;;0;;1;1;0;0;0;;22;0.95;262.94;125.08;269.45;127.63;0.36;0.64;1.00;0.00;;5
TargetC_corrected;;0;;1;0;0;0;0;;22;0.41;318.66;184.63;324.15;185.06;0.73;0.27;1.00;0.00;;5
