13;1154;749
64;1170;709
110;1134;702
162;1234;724
207;1219;690
256;1277;680
296;524;595
341;461;583
388;352;550
461;990;509
503;792;437
546;739;406
587;794;398
632;783;384
694;748;388
738;587;353
783;720;389
822;684;362
867;661;421
932;580;381
974;614;425
1025;621;426
1066;637;499
1110;542;442
1158;605;425
1202;596;399
1246;698;464
1290;671;439
1342;639;502
1400;665;472
1460;664;504
1509;668;384
1559;762;389
1606;763;394
1656;865;431
1711;696;396
1767;604;378
