Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;1;1;0;;433;0.99;243.14;107.88;243.19;110.31;0.24;0.76;0.96;0.04;;15
filler-1_corrected;;0;;1;1;1;1;0;;433;0.99;260.13;127.78;260.15;131.60;0.38;0.62;0.94;0.06;;15
filler-2;;0;;1;1;1;1;0;;260;1.00;200.85;117.01;213.11;121.06;0.31;0.69;0.92;0.08;;9
filler-2_corrected;;1;;1;1;1;1;1;;260;0.99;232.61;152.44;245.10;159.19;0.43;0.57;0.90;0.10;;9
japanese-translation;;0;;1;1;0;0;1;;57;1.00;109.94;64.58;115.42;66.83;0.28;0.72;0.82;0.18;;2
japanese-translation_corrected;;0;;1;1;0;0;1;;57;1.00;120.80;83.74;126.77;86.67;0.81;0.19;0.67;0.33;;2
20170206-VL-Japan-shelftask-cell4;;1;;1;1;1;1;1;;686;1.00;347.50;112.53;347.66;113.65;0.45;0.55;0.61;0.39;;24
20170206-VL-Japan-shelftask-cell4_corrected;;1;;1;1;1;1;1;;686;0.97;411.55;172.31;411.59;174.44;0.49;0.51;0.52;0.48;;24
20170206-VL-Japan-3d-cell4;;0;;1;1;0;0;0;;179;0.98;157.49;163.11;158.04;163.82;0.30;0.70;0.91;0.09;;7
20170206-VL-Japan-3d-cell4_corrected;;0;;1;1;0;0;1;;179;0.96;186.81;202.85;186.92;202.91;0.60;0.40;0.87;0.13;;7
