Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
prod_cell1;;0;;1;1;0;0;0;;29;1.00;210.71;118.26;227.10;121.11;0.03;0.97;1.00;0.00;;4
prod_cell1_corrected;;0;;1;1;0;0;0;;29;1.00;219.53;179.59;238.20;181.92;0.03;0.97;1.00;0.00;;4
task2_prod_cell1;;1;;1;1;1;1;1;;456;1.00;226.49;1029.59;226.90;1053.00;0.34;0.66;0.68;0.32;;60
task2_prod_cell1_corrected;;1;;1;1;1;1;1;;456;0.96;292.39;1010.02;293.10;1037.65;0.26;0.74;0.59;0.41;;60
Cell1_11_Light_Fit_vanilla;;0;;1;1;0;0;0;;75;0.87;280.75;251.18;282.04;252.78;0.31;0.69;1.00;0.00;;10
Cell1_11_Light_Fit_vanilla_corrected;;0;;1;1;0;0;0;;75;0.92;304.22;403.72;304.23;415.50;0.29;0.71;1.00;0.00;;10
Cell1_12_YoBaby_Banana_Mango;;0;;0;1;0;0;0;;9;1.00;242.15;100.80;242.44;112.62;0.44;0.56;1.00;0.00;;2
Cell1_12_YoBaby_Banana_Mango_corrected;;0;;0;1;0;0;0;;9;1.00;278.60;154.60;278.67;172.67;0.44;0.56;1.00;0.00;;2
Cell1_21_Light_Fit_Strawberry;;0;;0;1;0;0;0;;9;1.00;150.75;87.63;157.54;87.72;0.56;0.44;1.00;0.00;;2
Cell1_21_Light_Fit_Strawberry_corrected;;0;;0;1;0;0;0;;9;1.00;165.29;117.11;169.00;117.29;0.33;0.67;1.00;0.00;;2
Cell1_22_Yokids_CherryBerryBase;;0;;0;1;0;0;0;;5;1.00;63.61;50.12;64.55;53.82;0.80;0.20;1.00;0.00;;1
Cell1_22_Yokids_CherryBerryBase_corrected;;0;;0;1;0;0;0;;5;1.00;79.12;88.83;81.46;100.31;0.80;0.20;1.00;0.00;;1
peapodB;;0;;1;1;0;0;0;;27;0.81;300.57;210.87;303.84;234.26;0.07;0.93;1.00;0.00;;3
peapodB_corrected;;0;;1;1;1;1;0;;27;0.78;476.43;396.94;499.58;459.32;0.07;0.93;1.00;0.00;;3
TargetC;;0;;1;1;0;0;0;;21;0.86;205.39;256.01;208.22;256.41;0.19;0.81;1.00;0.00;;4
TargetC_corrected;;0;;1;1;0;0;0;;21;0.81;314.27;428.64;316.32;434.84;0.14;0.86;1.00;0.00;;4
