Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
Whirlpool-Print_Fridge_Ads;;0;;1;0;1;1;0;;67;0.48;191.86;217.06;194.67;221.84;0.33;0.67;0.96;0.04;;5
Whirlpool-Print_Fridge_Ads_corrected;;1;;1;1;1;1;1;;67;0.73;289.59;227.73;294.36;229.05;0.34;0.66;0.88;0.12;;5
katrina-kaif-panasonic-ad-1;;0;;1;1;1;1;0;;68;0.78;126.52;95.85;127.06;97.39;0.34;0.66;0.93;0.07;;5
katrina-kaif-panasonic-ad-1_corrected;;1;;1;1;1;1;1;;68;0.90;170.43;98.38;170.48;99.28;0.38;0.62;0.71;0.29;;5
LG-Lifes-more-convenient;;0;;1;0;1;1;0;;68;0.65;360.43;407.52;362.13;410.88;0.15;0.85;0.99;0.01;;5
LG-Lifes-more-convenient_corrected;;1;;1;1;1;1;1;;68;0.82;454.68;435.50;455.54;436.13;0.16;0.84;0.79;0.21;;5
