Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;67;0.99;212.16;126.43;216.81;127.66;0.15;0.85;0.55;0.45;;10
filler-1_corrected;;1;;1;1;1;1;1;;67;0.93;351.63;189.40;353.58;197.58;0.16;0.84;0.67;0.33;;10
filler-2;;1;;1;1;1;1;1;;80;1.00;266.90;91.23;266.93;91.71;0.18;0.83;0.74;0.26;;12
filler-2_corrected;;1;;1;1;1;1;1;;80;0.90;337.09;111.34;337.86;114.51;0.18;0.83;0.83;0.18;;12
FULL_BAY_IrishRecipe_cell4;;0;;1;0;1;1;0;;107;0.41;157.74;121.79;160.46;122.10;0.07;0.93;0.88;0.12;;17
FULL_BAY_IrishRecipe_cell4_corrected;;0;;1;0;1;1;0;;107;0.18;184.31;118.23;186.12;120.56;0.06;0.94;0.93;0.07;;17
XXX-translation-1;;0;;1;1;0;0;0;;12;1.00;193.22;72.37;203.81;78.87;0.25;0.75;1.00;0.00;;2
XXX-translation-1_corrected;;0;;1;1;0;0;0;;12;1.00;173.84;43.92;177.70;46.92;0.08;0.92;1.00;0.00;;2
3_SHELVES_IrishRecipe_cell4;;0;;1;1;0;0;0;;77;1.00;141.54;81.09;143.57;81.11;0.03;0.97;0.96;0.04;;12
3_SHELVES_IrishRecipe_cell4_corrected;;0;;1;1;0;0;0;;77;0.96;142.56;66.98;145.02;68.27;0.00;1.00;1.00;0.00;;12
XXX-translation-2;;0;;1;1;0;0;1;;16;1.00;112.37;93.47;112.39;95.77;0.19;0.81;0.81;0.19;;2
XXX-translation-2_corrected;;0;;1;1;0;0;0;;16;1.00;110.14;106.19;111.70;107.67;0.00;1.00;0.88;0.13;;2
PRODUCT_SHOT_skinless_IrishRecipe_cell4;;0;;1;1;0;0;0;;47;1.00;85.37;69.39;85.39;69.99;0.00;1.00;0.91;0.09;;10
PRODUCT_SHOT_skinless_IrishRecipe_cell4_corrected;;0;;1;1;0;0;0;;47;1.00;92.15;91.71;92.83;92.93;0.00;1.00;0.91;0.09;;10
