Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;172;0.99;221.07;152.89;222.31;157.01;0.23;0.77;0.74;0.26;;16
filler-1_corrected;;1;;1;1;1;1;1;;172;0.73;22832.61;6869.99;22936.71;6884.78;0.89;0.11;0.67;0.33;;16
filler-2;;0;;1;1;1;1;0;;105;0.97;292.60;99.76;292.69;99.76;0.56;0.44;0.91;0.09;;10
filler-2_corrected;;0;;1;1;0;0;0;;105;0.93;301.04;43.88;303.00;44.21;0.95;0.05;0.83;0.17;;10
japanese-translation;;1;;1;1;1;1;1;;25;1.00;305.19;108.43;307.27;111.78;0.48;0.52;0.60;0.40;;2
japanese-translation_corrected;;0;;1;1;0;0;0;;25;0.92;1471.53;32.87;1509.95;32.94;0.96;0.04;0.80;0.20;;2
20170206-VL-Japan-shelftask-cell4;;0;;1;0;1;1;0;;255;0.66;272.80;211.82;272.87;215.55;0.41;0.59;0.02;0.98;;24
20170206-VL-Japan-shelftask-cell4_corrected;;0;;1;1;1;1;0;;255;0.89;685.96;1036.05;686.17;1041.16;0.94;0.06;0.50;0.50;;24
20170206-VL-Japan-3d-cell4;;0;;1;1;1;1;0;;78;1.00;266.12;108.00;267.33;108.54;0.35;0.65;0.03;0.97;;7
20170206-VL-Japan-3d-cell4_corrected;;0;;1;1;1;1;0;;78;0.91;5338.48;2671.46;5362.71;2679.87;0.92;0.08;0.68;0.32;;7
