133;0.693;0.019;0.096;0.166;0.002;0.002;0.021;
322;0.795;0.015;0.116;0.032;0.001;0.002;0.039;
508;0.710;0.011;0.161;0.079;0.002;0.002;0.034;
707;0.882;0.023;0.046;0.029;0.006;0.003;0.011;
854;0.894;0.025;0.043;0.015;0.002;0.004;0.016;
987;0.867;0.048;0.036;0.013;0.006;0.013;0.017;
1129;0.831;0.021;0.060;0.034;0.002;0.010;0.042;
1240;0.841;0.014;0.078;0.012;0.001;0.007;0.047;
1353;0.686;0.014;0.076;0.005;0.003;0.018;0.198;
1467;0.859;0.020;0.060;0.030;0.004;0.004;0.023;
1616;0.865;0.015;0.059;0.029;0.002;0.006;0.024;
1742;0.832;0.018;0.061;0.070;0.002;0.006;0.011;
1859;0.862;0.018;0.056;0.034;0.003;0.003;0.023;
1982;0.808;0.014;0.106;0.040;0.001;0.003;0.027;
2099;0.818;0.015;0.082;0.058;0.001;0.002;0.023;
2271;0.822;0.014;0.094;0.036;0.002;0.002;0.031;
2441;0.668;0.016;0.174;0.108;0.002;0.004;0.028;
2565;0.570;0.016;0.139;0.230;0.005;0.006;0.034;
2681;0.803;0.013;0.098;0.039;0.001;0.006;0.040;
2788;0.843;0.025;0.077;0.005;0.001;0.007;0.043;
2897;0.815;0.016;0.077;0.002;0.001;0.015;0.072;
3007;0.775;0.015;0.097;0.006;0.003;0.018;0.085;
3113;0.790;0.010;0.095;0.031;0.002;0.007;0.064;
3224;0.726;0.009;0.134;0.089;0.002;0.003;0.036;
3337;0.755;0.011;0.137;0.060;0.002;0.002;0.032;
3460;0.671;0.012;0.142;0.134;0.003;0.004;0.033;
3609;0.764;0.012;0.132;0.072;0.002;0.002;0.016;
3745;0.878;0.016;0.060;0.023;0.003;0.004;0.017;
4276;0.875;0.037;0.042;0.010;0.006;0.007;0.022;
4394;0.886;0.024;0.047;0.006;0.005;0.009;0.023;
4517;0.860;0.017;0.080;0.010;0.002;0.002;0.030;
4650;0.706;0.010;0.175;0.050;0.001;0.003;0.055;
4765;0.716;0.011;0.130;0.100;0.002;0.004;0.037;
4881;0.678;0.021;0.125;0.135;0.003;0.003;0.035;
5008;0.783;0.015;0.133;0.037;0.001;0.002;0.029;
5129;0.632;0.014;0.136;0.182;0.004;0.004;0.028;
5278;0.731;0.009;0.132;0.074;0.004;0.002;0.047;
5507;0.827;0.010;0.100;0.032;0.002;0.002;0.028;
5715;0.763;0.012;0.113;0.059;0.002;0.002;0.048;
5886;0.865;0.010;0.067;0.011;0.003;0.008;0.036;
6047;0.773;0.009;0.125;0.027;0.003;0.004;0.059;
6100;0.000;0.000;0.000;0.000;0.000;0.000;0.000;
6206;0.820;0.012;0.094;0.013;0.003;0.004;0.055;
6312;0.796;0.015;0.080;0.016;0.006;0.010;0.078;
6414;0.819;0.014;0.080;0.020;0.004;0.007;0.056;
6509;0.869;0.012;0.061;0.013;0.005;0.004;0.036;
6651;0.808;0.025;0.070;0.059;0.003;0.003;0.032;
6714;0.000;0.000;0.000;0.000;0.000;0.000;0.000;
6863;0.824;0.013;0.068;0.046;0.003;0.005;0.042;
7017;0.821;0.011;0.068;0.065;0.007;0.001;0.026;
7166;0.613;0.023;0.066;0.247;0.005;0.002;0.044;
7323;0.000;0.000;0.000;0.000;0.000;0.000;0.000;
7812;0.062;0.040;0.008;0.862;0.011;0.001;0.016;
