Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
katrina-kaif-panasonic-ad-1;;0;;1;1;0;0;0;;97;1.00;133.55;41.96;134.15;42.63;0.64;0.36;0.98;0.02;;5
katrina-kaif-panasonic-ad-1_corrected;;0;;1;1;1;1;0;;97;1.00;156.02;69.04;157.19;70.77;0.58;0.42;0.91;0.09;;5
LG-Lifes-more-convenient;;0;;1;1;1;1;0;;95;0.99;372.13;223.76;389.97;229.99;0.45;0.55;0.92;0.08;;5
LG-Lifes-more-convenient_corrected;;1;;1;1;1;1;1;;95;0.99;505.50;464.81;538.11;479.54;0.33;0.67;0.28;0.72;;5
Whirlpool-Print_Fridge_Ads;;0;;1;1;1;1;0;;97;0.95;214.77;187.47;214.77;187.47;0.55;0.45;0.93;0.07;;5
Whirlpool-Print_Fridge_Ads_corrected;;1;;1;1;1;1;1;;97;0.91;367.77;482.88;367.94;485.10;0.49;0.51;0.42;0.58;;5
