Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;117;0.96;258.40;188.04;262.01;205.80;0.31;0.69;0.78;0.22;;9
filler-1_corrected;;1;;1;1;1;1;1;;117;0.92;332.29;202.05;337.46;231.17;0.26;0.74;0.69;0.31;;9
filler-2;;1;;1;1;1;1;1;;105;0.82;263.15;226.43;274.73;227.89;0.41;0.59;0.67;0.33;;8
filler-2_corrected;;1;;1;1;1;1;1;;105;0.95;295.28;205.74;313.79;214.78;0.39;0.61;0.65;0.35;;8
japanese-translation;;1;;1;1;1;1;1;;37;1.00;214.00;190.95;225.67;196.92;0.68;0.32;0.68;0.32;;3
japanese-translation_corrected;;1;;1;1;1;1;1;;37;0.92;347.81;217.35;364.46;230.23;0.59;0.41;0.62;0.38;;3
20170206-VL-Japan-shelftask-cell4;;1;;1;1;1;1;1;;181;0.98;290.63;142.76;290.66;142.78;0.46;0.54;0.50;0.50;;15
20170206-VL-Japan-shelftask-cell4_corrected;;1;;1;1;1;1;1;;181;0.94;424.59;161.26;425.91;162.43;0.39;0.61;0.35;0.65;;15
20170206-VL-Japan-3d-cell4;;0;;1;1;0;0;0;;84;0.99;170.35;128.38;170.58;128.66;0.92;0.08;0.96;0.04;;7
20170206-VL-Japan-3d-cell4_corrected;;0;;1;1;1;1;0;;84;0.99;198.18;116.21;199.01;116.48;0.88;0.12;0.95;0.05;;7
