Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;0;1;1;1;;25;0.20;487.40;594.39;580.09;706.23;0.80;0.20;0.72;0.28;;5
filler-1_corrected;;0;;1;0;0;0;0;;25;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;;5
filler-2;;1;;1;1;1;1;1;;284;0.66;383.10;295.76;383.71;297.13;0.32;0.68;0.14;0.86;;42
filler-2_corrected;;0;;1;0;0;0;0;;284;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;;42
japanese-translation;;0;;1;1;1;1;0;;25;0.88;209.89;221.42;231.37;237.82;0.68;0.32;0.04;0.96;;3
japanese-translation_corrected;;0;;1;0;0;0;0;;25;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;;3
20170206-VL-Japan-shelftask-cell4;;0;;1;0;1;1;1;;57;0.21;1001.47;850.68;1028.72;851.23;0.21;0.79;0.19;0.81;;9
20170206-VL-Japan-shelftask-cell4_corrected;;0;;1;0;0;0;0;;57;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;;9
20170206-VL-Japan-3d-cell4;;1;;1;1;1;1;1;;37;0.89;279.17;279.05;289.29;282.43;0.78;0.22;0.14;0.86;;7
20170206-VL-Japan-3d-cell4_corrected;;0;;1;0;0;0;0;;37;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;;7
