Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;144;0.99;204.16;146.69;204.76;147.17;0.33;0.67;0.55;0.45;;9
filler-1_corrected;;0;;1;1;1;1;0;;144;0.83;5233.13;139.13;5236.49;139.13;0.81;0.19;0.97;0.03;;9
filler-2;;0;;1;0;1;1;1;;250;0.58;480.19;155.49;497.35;157.04;0.58;0.42;0.47;0.53;;16
filler-2_corrected;;0;;1;0;0;0;0;;250;0.55;408.27;50.00;408.58;50.39;0.92;0.08;1.00;0.00;;16
japanese-translation;;0;;1;1;0;0;1;;15;1.00;87.31;90.88;87.31;96.24;0.40;0.60;0.73;0.27;;1
japanese-translation_corrected;;0;;1;1;0;0;0;;15;0.87;508.70;20.54;511.80;20.62;0.80;0.20;1.00;0.00;;1
20170206-VL-Japan-shelftask-cell4;;1;;1;1;1;1;1;;80;1.00;280.54;146.93;284.57;147.23;0.46;0.54;0.71;0.29;;5
20170206-VL-Japan-shelftask-cell4_corrected;;0;;1;1;1;1;0;;80;0.94;583.00;452.56;589.95;452.62;0.79;0.21;0.98;0.03;;5
20170206-VL-Japan-3d-cell4;;0;;1;1;0;0;0;;85;0.98;181.03;128.04;181.50;128.21;0.53;0.47;0.98;0.02;;7
20170206-VL-Japan-3d-cell4_corrected;;0;;1;1;0;0;0;;85;0.99;120.76;38.60;121.56;38.67;1.00;0.00;1.00;0.00;;7
