Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
keyvisuals_01_de;;1;;1;1;1;1;1;;71;1,00;227,79;133,55;228,14;138,91;0,70;0,30;0,41;0,59;;10
keyvisuals_01_de_corrected;;1;;1;1;1;1;1;;71;1,00;222,15;132,93;222,46;135,58;0,77;0,23;0,42;0,58;;10
keyvisuals_02_de;;1;;1;1;1;1;1;;71;1,00;224,34;195,76;224,68;204,48;0,52;0,48;0,46;0,54;;10
keyvisuals_02_de_corrected;;1;;1;1;1;1;1;;71;0,96;227,53;204,38;227,66;207,67;0,56;0,44;0,46;0,54;;10
keyvisuals_03_de;;1;;1;1;1;1;1;;72;0,96;291,04;133,21;293,96;140,15;0,60;0,40;0,75;0,25;;10
keyvisuals_03_de_corrected;;1;;1;1;1;1;1;;72;0,99;277,45;130,76;284,64;143,82;0,63;0,38;0,78;0,22;;10
DE_Video_cz;;1;;1;1;1;1;1;;95;1,00;294,70;221,14;295,59;221,59;0,84;0,16;0,45;0,55;;15
DE_Video_cz_corrected;;1;;1;1;1;1;1;;95;0,98;272,30;239,78;273,78;239,95;0,83;0,17;0,44;0,56;;15
