Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;159;0.84;241.90;234.86;242.27;239.13;0.35;0.65;0.78;0.22;;11
filler-1_corrected;;1;;1;1;1;1;1;;159;0.82;303.43;227.08;306.57;236.72;0.60;0.40;0.87;0.13;;11
filler-2;;0;;1;1;1;1;0;;74;0.92;144.25;151.05;146.83;151.22;0.64;0.36;0.95;0.05;;5
filler-2_corrected;;0;;1;1;1;1;0;;74;1.00;134.65;90.73;140.14;90.98;0.95;0.05;1.00;0.00;;5
japanese-translation;;0;;1;1;0;0;0;;20;1.00;55.25;54.87;55.52;55.14;1.00;0.00;1.00;0.00;;1
japanese-translation_corrected;;0;;1;1;0;0;0;;20;1.00;43.33;30.88;43.55;30.99;1.00;0.00;1.00;0.00;;1
20170206-VL-Japan-shelftask-cell4;;1;;1;1;1;1;1;;206;0.98;235.53;149.47;235.54;151.24;0.49;0.51;0.71;0.29;;14
20170206-VL-Japan-shelftask-cell4_corrected;;0;;1;1;1;1;0;;206;0.96;472.72;228.73;482.13;229.82;0.80;0.20;0.92;0.08;;14
20170206-VL-Japan-3d-cell4;;0;;1;1;0;0;0;;94;0.86;137.22;239.64;137.94;239.67;0.99;0.01;0.87;0.13;;7
20170206-VL-Japan-3d-cell4_corrected;;0;;1;1;0;0;0;;94;0.98;99.19;159.07;99.19;160.97;1.00;0.00;0.94;0.06;;7
