Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;1;1;0;;86;0.74;362.52;147.55;386.49;147.80;0.71;0.29;0.00;1.00;;4
filler-1_corrected;;1;;1;1;1;1;1;;86;0.88;339.63;212.81;364.50;218.44;0.70;0.30;0.24;0.76;;4
filler-2;;0;;1;1;1;1;0;;66;0.71;242.61;160.51;256.97;165.27;0.56;0.44;0.00;1.00;;3
filler-2_corrected;;1;;1;1;1;1;1;;66;0.79;265.27;220.58;276.76;222.06;0.56;0.44;0.23;0.77;;3
FULL_BAY_IrishRecipe_cell4;;0;;1;1;1;1;0;;520;0.84;131.94;138.57;133.26;138.59;0.50;0.50;0.00;1.00;;23
FULL_BAY_IrishRecipe_cell4_corrected;;1;;1;1;1;1;1;;520;0.89;134.66;196.16;135.15;196.81;0.48;0.52;0.21;0.79;;23
XXX-translation-1;;0;;1;1;1;1;0;;43;0.77;193.81;192.62;194.43;211.80;0.67;0.33;0.00;1.00;;2
XXX-translation-1_corrected;;0;;1;1;1;1;0;;43;0.81;192.05;303.66;192.26;329.97;0.65;0.35;0.02;0.98;;2
3_SHELVES_IrishRecipe_cell4;;0;;1;1;1;1;0;;267;0.76;254.00;130.49;255.46;135.64;0.15;0.85;0.00;1.00;;12
3_SHELVES_IrishRecipe_cell4_corrected;;0;;1;1;1;1;0;;267;0.80;261.96;203.89;262.77;212.44;0.14;0.86;0.09;0.91;;12
XXX-translation-2;;0;;1;1;0;0;0;;56;1.00;160.39;44.45;170.02;45.79;0.32;0.68;0.00;1.00;;2
XXX-translation-2_corrected;;0;;1;1;0;0;0;;56;0.98;180.07;73.90;190.08;76.82;0.29;0.71;0.00;1.00;;2
PRODUCT_SHOT_skinless_IrishRecipe_cell4;;0;;1;1;1;1;0;;111;0.78;146.41;113.10;152.28;116.37;0.28;0.72;0.00;1.00;;5
PRODUCT_SHOT_skinless_IrishRecipe_cell4_corrected;;0;;1;1;1;1;0;;111;0.78;154.63;179.73;160.64;187.69;0.29;0.71;0.00;1.00;;5
