Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
katrina-kaif-panasonic-ad-1;;1;;1;1;1;1;1;;106;0,94;148,84;93,94;152,97;98,74;0,60;0,40;0,44;0,56;;5
katrina-kaif-panasonic-ad-1_corrected;;0;;1;0;1;1;1;;106;0,55;1278,83;507,34;1327,49;509,20;0,58;0,42;0,44;0,56;;5
Whirlpool-Print_Fridge_Ads;;1;;1;1;1;1;1;;105;0,97;218,00;160,48;218,31;168,75;0,45;0,55;0,49;0,51;;5
Whirlpool-Print_Fridge_Ads_corrected;;0;;1;0;1;1;1;;105;0,56;649,70;315,42;678,50;315,54;0,39;0,61;0,51;0,49;;5
LG-Lifes-more-convenient;;0;;1;1;0;0;1;;111;0,95;469,50;189,91;471,03;195,47;0,58;0,42;0,77;0,23;;5
LG-Lifes-more-convenient_corrected;;1;;1;1;1;1;1;;111;0,71;1815,72;651,58;1867,09;679,43;0,42;0,58;0,80;0,20;;5
