Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
prod_cell1;;0;;1;1;0;0;0;;113;0.85;252.84;357.09;253.99;357.09;0.42;0.58;0.99;0.01;;11
prod_cell1_corrected;;0;;1;1;0;0;0;;113;0.72;400.85;351.24;423.65;352.97;0.15;0.85;0.99;0.01;;11
task2_prod_cell1;;0;;1;1;0;0;0;;21;0.76;284.12;158.08;302.36;159.47;0.43;0.57;1.00;0.00;;1
task2_prod_cell1_corrected;;0;;1;1;0;0;0;;21;1.00;311.66;164.70;342.45;171.86;0.24;0.76;1.00;0.00;;1
Cell1_21_Light_Fit_Strawberry;;0;;1;0;0;0;0;;98;0.55;260.50;154.52;261.27;154.70;0.50;0.50;1.00;0.00;;8
Cell1_21_Light_Fit_Strawberry_corrected;;0;;1;1;0;0;0;;98;0.93;274.35;131.48;275.46;131.95;0.27;0.73;1.00;0.00;;8
Cell1_22_Yokids_CherryBerryBase;;0;;1;0;0;0;0;;23;0.39;248.61;160.55;248.61;163.89;0.74;0.26;1.00;0.00;;2
Cell1_22_Yokids_CherryBerryBase_corrected;;0;;1;1;0;0;0;;23;0.91;292.31;74.37;292.94;78.08;0.48;0.52;1.00;0.00;;2
Cell1_12_YoBaby_Banana_Mango;;0;;1;0;0;0;0;;24;0.42;209.46;181.11;209.50;192.55;0.25;0.75;1.00;0.00;;2
Cell1_12_YoBaby_Banana_Mango_corrected;;0;;1;1;0;0;0;;24;1.00;232.74;135.80;237.55;145.28;0.17;0.83;1.00;0.00;;2
Cell1_11_Light_Fit_vanilla;;0;;1;0;0;0;0;;11;0.36;219.81;139.23;220.86;149.77;0.64;0.36;1.00;0.00;;1
Cell1_11_Light_Fit_vanilla_corrected;;0;;1;1;0;0;0;;11;1.00;218.69;64.35;224.33;68.30;0.27;0.73;1.00;0.00;;1
TargetC;;0;;1;0;0;0;0;;17;0.53;274.45;96.97;282.83;97.40;0.59;0.41;1.00;0.00;;1
TargetC_corrected;;0;;1;1;0;0;0;;17;1.00;263.34;63.33;263.58;63.88;0.35;0.65;1.00;0.00;;1
peapodB;;0;;1;0;0;0;0;;22;0.41;229.57;113.46;238.06;121.58;0.50;0.50;1.00;0.00;;2
peapodB_corrected;;0;;1;1;0;0;0;;22;1.00;205.67;91.05;207.58;102.47;0.09;0.91;1.00;0.00;;2
