Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;36;1.00;231.26;165.32;231.75;171.85;0.78;0.22;0.86;0.14;;4
filler-1_corrected;;1;;1;1;1;1;1;;36;0.69;264.62;323.87;265.25;326.69;0.64;0.36;0.67;0.33;;4
filler-2;;1;;1;1;1;1;1;;33;1.00;359.73;114.53;364.52;115.37;0.52;0.48;0.88;0.12;;4
filler-2_corrected;;1;;1;1;1;1;1;;33;0.82;425.07;236.02;428.91;239.93;0.48;0.52;0.73;0.27;;4
FULL_BAY_IrishRecipe_cell4;;1;;1;1;1;1;1;;26;0.88;162.24;113.83;165.65;115.11;0.31;0.69;0.81;0.19;;3
FULL_BAY_IrishRecipe_cell4_corrected;;1;;1;1;1;1;1;;26;0.69;173.22;225.11;176.72;231.15;0.27;0.73;0.65;0.35;;3
XXX-translation-1;;0;;1;1;0;0;0;;11;1.00;117.08;73.17;117.24;73.51;0.82;0.18;1.00;0.00;;1
XXX-translation-1_corrected;;0;;1;1;0;0;0;;11;0.82;116.53;143.67;116.83;144.94;0.36;0.64;0.91;0.09;;1
3_SHELVES_IrishRecipe_cell4;;0;;1;1;1;1;0;;33;0.97;183.39;159.82;201.69;171.94;0.09;0.91;0.64;0.36;;4
3_SHELVES_IrishRecipe_cell4_corrected;;1;;1;1;1;1;1;;33;0.85;254.22;267.54;255.65;290.49;0.12;0.88;0.55;0.45;;4
XXX-translation-2;;0;;0;1;1;1;1;;9;1.00;237.39;141.08;244.24;144.76;0.44;0.56;0.22;0.78;;1
XXX-translation-2_corrected;;0;;0;1;1;1;1;;9;0.78;349.66;246.23;365.31;260.45;0.56;0.44;0.22;0.78;;1
PRODUCT_SHOT_skinless_IrishRecipe_cell4;;0;;1;1;0;0;0;;70;1.00;95.57;79.38;97.94;79.95;0.77;0.23;0.90;0.10;;10
PRODUCT_SHOT_skinless_IrishRecipe_cell4_corrected;;0;;1;1;0;1;0;;70;1.00;120.65;111.10;124.61;112.64;0.89;0.11;0.90;0.10;;10
