Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
sequence-A-converted;;1;;1;1;1;1;1;;1266;0.97;412.07;208.35;412.12;208.51;0.35;0.65;0.22;0.78;;85
sequence-A-converted_corrected;;1;;1;1;1;1;1;;1266;0.97;420.79;210.21;420.82;210.23;0.43;0.57;0.22;0.78;;85
