Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
LightSwitch;;0;;1;1;1;1;0;;1158;0.95;149.68;130.93;149.70;131.43;0.39;0.61;0.09;0.91;;82
LightSwitch_corrected;;0;;1;1;1;1;0;;1158;0.99;1077.90;385.70;1078.44;386.19;0.21;0.79;0.08;0.92;;82
