Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;0;1;1;0;;104;0.56;233.59;283.79;235.28;284.28;0.25;0.75;0.07;0.93;;10
filler-1_corrected;;0;;1;0;1;1;1;;104;0.54;5077.15;8186.92;5085.47;8228.25;0.34;0.66;0.28;0.72;;10
filler-2;;0;;1;0;1;1;0;;61;0.46;236.21;214.68;237.42;217.48;0.39;0.61;0.00;1.00;;6
filler-2_corrected;;0;;1;0;1;1;0;;61;0.43;7387.69;17496.48;7395.32;17499.30;0.62;0.38;0.08;0.92;;6
japanese-translation;;0;;1;0;1;1;0;;18;0.33;190.60;468.38;196.69;469.50;0.72;0.28;0.00;1.00;;2
japanese-translation_corrected;;0;;1;0;1;1;1;;18;0.33;2092.85;3324.92;2095.71;3355.41;0.72;0.28;0.33;0.67;;2
20170206-VL-Japan-shelftask-cell4;;1;;1;1;1;1;1;;180;0.99;276.47;107.95;276.86;108.48;0.60;0.40;0.77;0.23;;18
20170206-VL-Japan-shelftask-cell4_corrected;;1;;1;1;1;1;1;;180;0.96;364.70;122.43;368.12;122.61;0.53;0.47;0.76;0.24;;18
20170206-VL-Japan-3d-cell4;;0;;1;1;1;1;0;;63;0.90;239.88;198.26;239.89;198.31;0.44;0.56;0.95;0.05;;7
20170206-VL-Japan-3d-cell4_corrected;;0;;1;1;1;1;0;;63;0.87;324.86;190.47;329.48;190.86;0.57;0.43;0.95;0.05;;7
