Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
new;;1;;1;1;1;1;1;;83;0.75;38.20;68.00;38.38;68.94;0.72;0.28;0.89;0.11;;7
new_corrected;;1;;1;1;1;1;1;;83;0.89;45.25;222.87;45.27;224.22;0.18;0.82;0.83;0.17;;7
old;;1;;1;1;1;1;1;;79;0.84;38.54;83.48;38.54;83.64;0.49;0.51;0.89;0.11;;7
old_corrected;;1;;1;1;1;1;1;;79;0.90;54.20;450.63;54.26;457.90;0.20;0.80;0.58;0.42;;7
