Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-2;;1;;1;1;1;1;1;;165;0.86;373.33;256.94;374.27;260.97;0.35;0.65;0.26;0.74;;17
filler-2_corrected;;1;;1;1;1;1;1;;165;0.76;698.20;544.00;707.78;559.70;0.39;0.61;0.34;0.66;;17
FULL_BAY_IrishRecipe_cell4;;1;;1;1;1;1;1;;130;0.91;130.70;190.67;130.90;194.87;0.21;0.79;0.74;0.26;;14
FULL_BAY_IrishRecipe_cell4_corrected;;1;;1;1;1;1;1;;130;0.77;175.95;249.82;176.41;257.94;0.26;0.74;0.77;0.23;;14
XXX-translation-1;;0;;1;1;0;0;1;;39;0.90;112.81;268.81;112.96;288.45;0.13;0.87;0.72;0.28;;5
XXX-translation-1_corrected;;1;;1;1;1;1;1;;39;0.85;176.32;396.41;176.44;427.27;0.21;0.79;0.74;0.26;;5
3_SHELVES_IrishRecipe_cell4;;1;;1;1;1;1;1;;114;0.96;206.83;162.88;209.88;163.04;0.21;0.79;0.28;0.72;;12
3_SHELVES_IrishRecipe_cell4_corrected;;1;;1;1;1;1;1;;114;0.94;270.72;201.29;273.02;201.34;0.24;0.76;0.41;0.59;;12
XXX-translation-2;;0;;1;1;0;0;1;;28;0.89;149.36;239.99;156.59;252.22;0.57;0.43;0.68;0.32;;3
XXX-translation-2_corrected;;1;;1;1;1;1;1;;28;0.89;202.24;419.28;213.11;443.81;0.61;0.39;0.79;0.21;;3
PRODUCT_SHOT_skinless_IrishRecipe_cell4;;1;;1;1;1;1;1;;70;0.96;177.48;189.42;177.67;196.94;0.29;0.71;0.86;0.14;;7
PRODUCT_SHOT_skinless_IrishRecipe_cell4_corrected;;1;;1;1;1;1;1;;70;0.94;233.62;389.09;235.69;401.48;0.26;0.74;0.86;0.14;;7
