24;1043;566
87;612;574
148;197;639
216;354;585
291;1204;512
358;1886;430
424;2412;346
492;1439;391
557;819;460
622;390;545
706;633;524
775;1207;490
839;1312;516
905;1547;537
987;1452;514
1049;1269;550
1112;858;570
1177;499;592
1249;260;629
1319;577;606
1409;780;593
1474;999;575
1529;1020;590
1586;944;584
1641;990;529
1700;702;561
1764;702;572
1828;471;629
1910;333;646
1973;435;693
2066;758;675
2120;952;653
2180;999;620
2269;1082;590
2327;1263;584
2390;1614;476
2468;1230;544
2532;1584;529
2611;1643;580
2674;2268;483
2755;2438;287
2828;2387;261
2882;1370;365
2947;402;487
3028;-543;502
3091;-747;389
3170;-626;402
3245;-370;482
3307;-658;574
3382;-849;580
3463;-1056;543
3519;-609;571
3588;-445;668
3651;-423;695
3731;-520;712
3800;-240;672
3861;73;641
3941;445;633
4009;468;640
4069;577;661
4171;240;678
4232;239;750
4301;139;785
4358;370;782
4428;482;739
4504;434;733
4565;320;720
4630;374;723
4710;548;701
4772;785;680
4869;687;647
4926;753;629
4995;873;604
5070;1148;608
5127;1160;573
5189;1020;560
5279;884;538
5337;945;517
5416;1068;526
5477;988;559
5557;1231;523
5625;1286;539
5686;1139;517
5750;1289;561
5831;1384;559
5892;1697;565
5974;1210;640
6036;1276;642
6100;1031;666
6181;1140;608
6270;667;653
6328;675;622
6393;665;629
6453;1192;545
6534;1006;624
6596;1156;582
6660;902;593
6740;1043;539
6804;754;584
6869;482;667
7456;817;602
7534;1063;600
7602;1200;552
7669;1195;536
7731;900;525
7796;1130;507
7870;984;565
7935;1919;463
8467;1890;378
8534;2392;245
8611;1212;426
8668;1739;335
8725;1463;404
8785;1910;349
8842;2028;385
8902;2209;407
8984;1881;551
9045;1374;683
9108;964;740
9188;1106;709
9276;1399;659
9337;1551;669
9400;1412;688
9460;1331;686
9541;1356;647
9606;1289;647
9668;1246;632
9750;1209;574
10313;1326;478
