Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
sequence-A-converted;;0;;0;1;1;1;0;;127;0.94;415.71;188.18;416.04;188.18;0.46;0.54;0.09;0.91;;85
sequence-A-converted_corrected;;0;;0;1;0;0;0;;127;0.94;860.61;61.36;861.46;61.58;0.08;0.92;0.03;0.97;;85
