Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;42;1.00;232.41;104.19;232.49;106.11;0.67;0.33;0.45;0.55;;3
filler-1_corrected;;0;;1;1;1;1;0;;42;0.81;727.76;153.07;752.52;154.59;0.48;0.52;0.07;0.93;;3
filler-2;;1;;1;1;1;1;1;;76;1.00;245.32;144.01;246.39;151.65;0.64;0.36;0.64;0.36;;6
filler-2_corrected;;1;;1;1;1;1;1;;76;1.00;285.26;148.54;285.92;155.11;0.45;0.55;0.28;0.72;;6
FULL_BAY_IrishRecipe_cell4;;1;;1;1;1;1;1;;94;0.91;138.90;111.13;138.92;122.23;0.72;0.28;0.74;0.26;;8
FULL_BAY_IrishRecipe_cell4_corrected;;1;;1;1;1;1;1;;94;0.79;166.67;115.81;166.76;125.28;0.17;0.83;0.51;0.49;;8
XXX-translation-1;;0;;1;1;0;0;1;;22;1.00;112.92;139.38;112.93;145.65;0.82;0.18;0.82;0.18;;2
XXX-translation-1_corrected;;1;;1;1;1;1;1;;22;0.91;195.81;162.90;202.16;172.16;0.14;0.86;0.73;0.27;;2
3_SHELVES_IrishRecipe_cell4;;1;;1;1;1;1;1;;84;0.98;245.96;138.06;250.66;150.72;0.26;0.74;0.29;0.71;;7
3_SHELVES_IrishRecipe_cell4_corrected;;0;;1;1;1;1;0;;84;0.96;239.82;133.48;240.56;134.69;0.02;0.98;0.07;0.93;;7
XXX-translation-2;;1;;1;1;1;1;1;;23;0.91;375.96;205.33;379.17;223.86;0.65;0.35;0.74;0.26;;2
XXX-translation-2_corrected;;1;;1;1;1;1;1;;23;0.87;4722.95;2389.00;4800.25;2405.14;0.13;0.87;0.61;0.39;;2
PRODUCT_SHOT_skinless_IrishRecipe_cell4;;1;;1;1;1;1;1;;120;1.00;172.96;132.17;175.60;132.38;0.56;0.44;0.67;0.33;;11
PRODUCT_SHOT_skinless_IrishRecipe_cell4_corrected;;1;;1;1;1;1;1;;120;1.00;172.29;115.97;172.30;116.12;0.11;0.89;0.26;0.74;;11
