39;178;398
81;246;449
137;261;451
199;261;417
286;268;385
340;302;414
404;345;438
484;400;460
548;461;452
613;516;461
692;556;462
758;557;499
837;560;487
901;542;563
977;511;621
1045;485;717
1108;464;746
1172;488;745
1252;518;712
1317;568;648
1396;619;607
1460;652;591
1525;690;603
1604;741;588
1679;742;569
1733;740;538
1813;706;534
1876;669;538
1957;592;578
2020;537;613
2084;553;604
2165;602;586
2229;644;574
2292;638;609
2383;615;636
2446;550;638
2516;540;606
2580;505;561
2645;541;529
2725;549;503
2788;559;522
2853;520;507
2933;511;513
2997;501;501
3086;510;524
3150;481;532
3214;510;495
3284;526;486
3348;548;491
3412;648;467
3492;914;396
3556;1183;340
