Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;0;;51;0.96;254.83;42.23;268.11;42.63;0.08;0.92;0.00;1.00;;4
filler-1_corrected;;0;;1;1;0;0;0;;51;0.96;11.64;19.26;11.71;19.33;1.00;0.00;0.00;1.00;;4
filler-2;;0;;1;1;0;0;0;;16;1.00;98.37;15.05;101.70;15.10;0.00;1.00;0.00;1.00;;1
filler-2_corrected;;0;;1;1;0;0;0;;16;1.00;2.65;0.66;2.69;0.71;1.00;0.00;0.00;1.00;;1
japanese-translation;;0;;1;1;0;0;0;;23;1.00;83.43;22.08;87.08;23.49;0.00;1.00;0.00;1.00;;1
japanese-translation_corrected;;0;;1;1;0;0;0;;23;1.00;2.45;0.44;2.57;0.51;1.00;0.00;0.00;1.00;;1
20170206-VL-Japan-shelftask-cell4;;0;;1;1;0;0;0;;66;1.00;135.11;69.46;136.88;70.66;0.02;0.98;0.85;0.15;;5
20170206-VL-Japan-shelftask-cell4_corrected;;0;;1;0;1;1;1;;66;0.08;30415.47;3706.59;30678.98;3739.28;0.26;0.74;0.70;0.30;;5
20170206-VL-Japan-3d-cell4;;1;;1;1;1;1;1;;104;0.98;279.54;248.20;294.54;256.92;0.42;0.58;0.79;0.21;;7
20170206-VL-Japan-3d-cell4_corrected;;0;;1;0;1;1;0;;104;0.13;3646.71;493.55;3649.66;493.59;0.92;0.08;0.03;0.97;;7
