Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;0;1;1;;66;1.00;207.49;85.92;207.73;90.79;0.17;0.83;0.89;0.11;;3
filler-1_corrected;;1;;1;1;1;1;1;;66;1.00;226.14;135.16;226.88;145.60;0.41;0.59;0.86;0.14;;3
filler-2;;0;;1;1;0;0;0;;42;1.00;198.02;80.11;208.09;81.11;0.71;0.29;1.00;0.00;;2
filler-2_corrected;;0;;1;1;1;1;0;;42;1.00;166.60;91.23;175.10;91.29;0.81;0.19;0.98;0.02;;2
japanese-translation;;0;;1;1;0;0;0;;22;1.00;87.03;87.91;87.09;89.29;0.64;0.36;0.95;0.05;;1
japanese-translation_corrected;;0;;1;1;0;0;0;;22;1.00;83.89;101.69;83.96;101.83;0.95;0.05;0.95;0.05;;1
20170206-VL-Japan-shelftask-cell4;;1;;1;1;1;1;1;;148;0.99;342.86;112.21;345.62;112.27;0.46;0.54;0.55;0.45;;7
20170206-VL-Japan-shelftask-cell4_corrected;;1;;1;1;1;1;1;;148;0.74;521.54;349.92;521.54;357.50;0.66;0.34;0.44;0.56;;7
20170206-VL-Japan-3d-cell4;;0;;1;1;1;1;0;;106;0.97;210.58;186.00;215.73;186.02;0.05;0.95;0.80;0.20;;7
20170206-VL-Japan-3d-cell4_corrected;;1;;1;1;1;1;1;;106;0.90;297.94;439.29;298.36;449.39;0.47;0.53;0.76;0.24;;7
