Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;0;0;1;;19;0.95;126.87;159.65;128.86;160.13;0.58;0.42;0.84;0.16;;1
filler-1_corrected;;0;;1;1;1;1;0;;19;1.00;161.50;99.24;162.42;99.64;0.95;0.05;0.84;0.16;;1
filler-2;;0;;1;1;0;0;0;;15;1.00;85.82;57.53;86.41;60.69;0.93;0.07;0.80;0.20;;1
filler-2_corrected;;0;;1;1;0;0;0;;15;1.00;90.16;64.63;91.44;65.45;1.00;0.00;0.80;0.20;;1
FULL_BAY_IrishRecipe_cell4;;1;;1;1;1;1;1;;33;0.91;149.59;147.88;150.43;157.55;0.52;0.48;0.39;0.61;;2
FULL_BAY_IrishRecipe_cell4_corrected;;1;;1;1;1;1;1;;33;0.79;205.71;281.53;206.62;282.50;0.79;0.21;0.39;0.61;;2
XXX-translation-1;;0;;1;1;0;0;1;;23;1.00;101.43;125.18;104.73;130.23;0.22;0.78;0.26;0.74;;1
XXX-translation-1_corrected;;1;;1;1;1;1;1;;23;0.87;162.73;276.18;164.42;291.08;0.48;0.52;0.48;0.52;;1
3_SHELVES_IrishRecipe_cell4;;0;;1;1;0;0;0;;26;1.00;70.02;52.80;71.05;53.26;0.23;0.77;0.00;1.00;;2
3_SHELVES_IrishRecipe_cell4_corrected;;0;;1;0;1;1;0;;26;0.46;46767.14;20502.31;47772.48;20951.41;0.19;0.81;0.00;1.00;;2
XXX-translation-2;;0;;1;1;0;0;0;;27;1.00;62.90;122.29;62.92;141.93;0.00;1.00;0.00;1.00;;2
XXX-translation-2_corrected;;1;;1;1;1;1;1;;27;0.67;1532.76;887.30;1541.70;887.30;0.30;0.70;0.33;0.67;;2
PRODUCT_SHOT_skinless_IrishRecipe_cell4;;0;;1;1;0;0;1;;41;1.00;86.81;107.99;94.54;110.23;0.22;0.78;0.17;0.83;;4
PRODUCT_SHOT_skinless_IrishRecipe_cell4_corrected;;1;;1;1;1;1;1;;41;0.78;890.35;534.04;922.18;576.04;0.32;0.68;0.29;0.71;;4
