Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;0;;1;1;1;1;0;;1423;0.92;151.75;144.05;152.13;144.48;0.11;0.89;0.94;0.06;;60
filler-1_corrected;;0;;1;1;1;1;0;;1423;0.94;265.16;174.62;265.16;175.81;0.09;0.91;0.73;0.27;;60
filler-2;;1;;1;1;1;1;1;;1410;0.95;174.28;187.43;176.91;187.82;0.20;0.80;0.62;0.38;;60
filler-2_corrected;;1;;1;1;1;1;1;;1410;0.75;320.24;250.08;322.56;250.12;0.15;0.85;0.20;0.80;;60
japanese-translation;;0;;1;0;1;1;0;;63;0.46;619.34;530.79;633.07;540.50;0.48;0.52;0.90;0.10;;3
japanese-translation_corrected;;0;;1;0;1;1;1;;63;0.40;1170.06;815.90;1174.36;816.00;0.48;0.52;0.71;0.29;;3
20170206-VL-Japan-shelftask-cell4;;0;;1;0;1;1;1;;37;0.16;174.47;410.52;174.48;425.20;0.16;0.84;0.86;0.14;;1
20170206-VL-Japan-shelftask-cell4_corrected;;0;;1;0;1;1;1;;37;0.54;388.17;678.46;403.37;713.85;0.22;0.78;0.84;0.16;;1
20170206-VL-Japan-3d-cell4;;0;;1;0;0;0;1;;72;0.11;164.70;657.77;164.75;705.01;0.60;0.40;0.83;0.17;;7
20170206-VL-Japan-3d-cell4_corrected;;0;;1;0;1;1;1;;72;0.29;735.55;1615.82;765.46;1714.92;0.76;0.24;0.82;0.18;;7
