96;0.010;0.899;0.001;0.021;0.012;0.058;0.000;
174;0.010;0.895;0.001;0.016;0.006;0.073;0.000;
268;0.007;0.943;0.000;0.017;0.006;0.027;0.000;
340;0.007;0.943;0.001;0.025;0.003;0.021;0.000;
426;0.006;0.951;0.001;0.020;0.002;0.020;0.000;
485;0.019;0.867;0.005;0.058;0.005;0.045;0.001;
586;0.005;0.921;0.001;0.046;0.007;0.019;0.000;
650;0.005;0.904;0.000;0.051;0.020;0.019;0.000;
735;0.021;0.800;0.005;0.114;0.010;0.047;0.003;
787;0.038;0.773;0.006;0.105;0.014;0.061;0.003;
869;0.009;0.926;0.001;0.034;0.007;0.023;0.000;
944;0.009;0.909;0.001;0.039;0.014;0.028;0.000;
1047;0.019;0.814;0.002;0.028;0.008;0.127;0.001;
1108;0.023;0.777;0.002;0.025;0.008;0.165;0.001;
1213;0.015;0.850;0.002;0.038;0.007;0.087;0.001;
1275;0.005;0.952;0.000;0.010;0.002;0.031;0.000;
1362;0.009;0.923;0.001;0.030;0.003;0.033;0.000;
1447;0.023;0.857;0.002;0.061;0.008;0.048;0.001;
1539;0.028;0.606;0.005;0.062;0.067;0.228;0.004;
1590;0.017;0.894;0.001;0.030;0.006;0.051;0.001;
1672;0.013;0.925;0.001;0.033;0.003;0.025;0.000;
1750;0.031;0.722;0.006;0.090;0.064;0.084;0.004;
1829;0.046;0.521;0.013;0.126;0.133;0.150;0.010;
1896;0.021;0.882;0.002;0.041;0.006;0.047;0.001;
1966;0.010;0.884;0.001;0.071;0.010;0.025;0.000;
2018;0.008;0.893;0.000;0.066;0.015;0.017;0.000;
2098;0.008;0.955;0.000;0.010;0.003;0.024;0.000;
2169;0.012;0.938;0.001;0.021;0.005;0.024;0.000;
2253;0.018;0.912;0.001;0.014;0.006;0.049;0.000;
2288;0.019;0.907;0.001;0.023;0.009;0.040;0.000;
2364;0.018;0.813;0.002;0.063;0.055;0.046;0.001;
2416;0.016;0.854;0.002;0.046;0.038;0.043;0.001;
