Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
filler-1;;1;;1;1;1;1;1;;263;0.83;292.50;247.97;296.12;252.81;0.65;0.35;0.22;0.78;;12
filler-1_corrected;;0;;1;0;1;1;1;;263;0.44;319.46;544.33;322.03;548.75;0.81;0.19;0.30;0.70;;12
filler-2;;0;;1;0;1;1;0;;311;0.47;353.80;184.07;358.37;192.39;0.53;0.47;0.00;1.00;;15
filler-2_corrected;;0;;1;0;1;1;0;;311;0.20;346.19;636.21;346.34;681.51;0.76;0.24;0.01;0.99;;15
japanese-translation;;0;;1;0;1;1;0;;64;0.00;208.27;173.53;212.24;177.97;0.47;0.53;0.00;1.00;;3
japanese-translation_corrected;;0;;1;0;1;1;0;;64;0.00;336.47;826.01;336.47;854.53;0.84;0.16;0.00;1.00;;3
20170206-VL-Japan-shelftask-cell4;;0;;1;0;1;1;0;;208;0.31;396.18;162.76;402.36;162.76;0.52;0.48;0.00;1.00;;9
20170206-VL-Japan-shelftask-cell4_corrected;;0;;1;0;1;1;0;;208;0.13;435.63;523.87;438.33;526.18;0.76;0.24;0.01;0.99;;9
20170206-VL-Japan-3d-cell4;;0;;1;0;1;1;0;;102;0.08;218.61;251.35;218.90;256.01;0.57;0.43;0.03;0.97;;7
20170206-VL-Japan-3d-cell4_corrected;;0;;1;0;0;0;0;;102;0.03;184.25;582.14;188.64;585.26;1.00;0.00;0.03;0.97;;7
