Stimulus;;Usable;;Enough_Points;Good_InRatio;Good_Deviation;Good_Dev_Median;Good_Halves;;Points_No;InRatio;Dev_X;Dev_Y;Dev_X_Med;Dev_Y_Med;leftHalf;rightHalf;upHalf;downHalf;;duration
LightSwitch;;1;;1;1;1;1;1;;1123;0.99;128.93;105.13;128.98;106.27;0.61;0.39;0.86;0.14;;82
LightSwitch_corrected;;1;;1;1;1;1;1;;1123;0.90;672.61;2163.56;672.96;2164.49;0.47;0.53;0.76;0.24;;82
